Province,Region,District,Tehsil,admin_unit,Gender,Age Group,Population Reporting,% of Total Population
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Female,18 &  ABOVE,58688,40.1%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Male,18 &  ABOVE,66749,35.2%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Tgend,18 &  ABOVE,5,41.7%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Female,60 &  ABOVE,3399,2.3%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Male,60 &  ABOVE,4627,2.4%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Female,65 &  ABOVE,2149,1.5%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Male,65 &  ABOVE,2928,1.5%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Female,UNDER 1,3337,2.3%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Male,UNDER 1,4646,2.4%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Female,UNDER 10,56457,38.6%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Male,UNDER 10,79517,41.9%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Female,UNDER 15,77573,53%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Male,UNDER 15,109763,57.9%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Tgend,UNDER 15,5,41.7%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Female,UNDER 5,29412,20.1%
Balochistan,Rural,Chaman,Chaman Saddar,SUB-DIVISION,Male,UNDER 5,42189,22.2%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,05 - 24,6160,42%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,05 - 24,10233,54.6%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,15 - 49,5513,37.6%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,15 - 49,5779,30.8%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,15 - 64,6248,42.6%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,15 - 64,6506,34.7%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,18 - 60,5779,39.4%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,18 - 60,4727,25.2%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,18 &  ABOVE,6072,41.4%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,18 &  ABOVE,5133,27.4%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,60 &  ABOVE,329,2.2%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,60 &  ABOVE,456,2.4%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,65 &  ABOVE,168,1.1%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,65 &  ABOVE,254,1.4%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,UNDER 1,585,4%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,UNDER 1,648,3.5%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,UNDER 10,6544,44.6%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,UNDER 10,8424,45%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,UNDER 15,8258,56.3%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,UNDER 15,11976,63.9%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Female,UNDER 5,3721,25.4%
Balochistan,Rural,Dera Bugti,Baiker,SUB-TEHSIL,Male,UNDER 5,4453,23.8%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,05 - 24,4541,44.1%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,05 - 24,5731,48.7%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,15 - 49,4031,39.2%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,15 - 49,4177,35.5%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,15 - 64,4683,45.5%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,15 - 64,4887,41.5%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,18 - 60,4090,39.7%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,18 - 60,4034,34.3%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,18 &  ABOVE,4496,43.7%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,18 &  ABOVE,4510,38.3%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,60 &  ABOVE,450,4.4%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,60 &  ABOVE,531,4.5%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,65 &  ABOVE,277,2.7%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,65 &  ABOVE,326,2.8%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,UNDER 1,319,3.1%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,UNDER 1,338,2.9%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,UNDER 10,4315,41.9%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,UNDER 10,4990,42.4%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,UNDER 15,5331,51.8%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,UNDER 15,6559,55.7%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Female,UNDER 5,2415,23.5%
Balochistan,Rural,Dera Bugti,Dera Bugti,SUB-DIVISION,Male,UNDER 5,2632,22.4%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,05 - 24,4043,48.4%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,05 - 24,7105,53.2%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,15 - 49,3808,45.5%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,15 - 49,4943,37%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,15 - 64,4305,51.5%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,15 - 64,5589,41.9%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,18 - 60,3887,46.5%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,18 - 60,4525,33.9%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,18 &  ABOVE,4140,49.5%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,18 &  ABOVE,4995,37.4%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,60 &  ABOVE,294,3.5%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,60 &  ABOVE,524,3.9%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,65 &  ABOVE,185,2.2%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,65 &  ABOVE,346,2.6%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,UNDER 1,133,1.6%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,UNDER 1,235,1.8%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,UNDER 10,3037,36.3%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,UNDER 10,5235,39.2%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,UNDER 15,3871,46.3%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,UNDER 15,7415,55.5%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Female,UNDER 5,1490,17.8%
Balochistan,Rural,Dera Bugti,Loti,SUB-TEHSIL,Male,UNDER 5,2706,20.3%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,05 - 24,6781,46.3%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,05 - 24,10328,55.3%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,15 - 49,5440,37.1%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,15 - 49,5761,30.8%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,15 - 64,6021,41.1%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,15 - 64,6456,34.5%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,18 - 60,5327,36.4%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,18 - 60,4960,26.5%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,18 &  ABOVE,5615,38.3%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,18 &  ABOVE,5404,28.9%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,60 &  ABOVE,330,2.3%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,60 &  ABOVE,500,2.7%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,65 &  ABOVE,176,1.2%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,65 &  ABOVE,296,1.6%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,UNDER 1,413,2.8%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,UNDER 1,437,2.3%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,UNDER 10,6692,45.7%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,UNDER 10,8808,47.1%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,UNDER 15,8453,57.7%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,UNDER 15,11938,63.9%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Female,UNDER 5,3568,24.4%
Balochistan,Rural,Dera Bugti,Malam,SUB-TEHSIL,Male,UNDER 5,4420,23.6%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,05 - 24,8791,42.8%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,05 - 24,11584,48.5%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,15 - 49,8292,40.4%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,15 - 49,8295,34.8%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Tgend,15 - 49,1,100%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,15 - 64,9487,46.2%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,15 - 64,9475,39.7%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Tgend,15 - 64,1,100%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,18 - 60,8491,41.4%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,18 - 60,7923,33.2%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Tgend,18 - 60,1,100%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,18 &  ABOVE,9214,44.9%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,18 &  ABOVE,8793,36.8%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Tgend,18 &  ABOVE,1,100%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,60 &  ABOVE,820,4%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,60 &  ABOVE,978,4.1%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,65 &  ABOVE,463,2.3%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,65 &  ABOVE,597,2.5%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,UNDER 1,745,3.6%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,UNDER 1,865,3.6%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,UNDER 10,8820,43%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,UNDER 10,10658,44.7%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,UNDER 15,10580,51.5%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,UNDER 15,13793,57.8%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Female,UNDER 5,5143,25.1%
Balochistan,Rural,Dera Bugti,Pir Koh,SUB-TEHSIL,Male,UNDER 5,5723,24%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,05 - 24,6370,46%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,05 - 24,9979,54.3%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,15 - 49,4813,34.8%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,15 - 49,5309,28.9%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,15 - 64,5288,38.2%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,15 - 64,5877,32%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,18 - 60,4597,33.2%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,18 - 60,4324,23.5%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,18 &  ABOVE,4830,34.9%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,18 &  ABOVE,4669,25.4%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,60 &  ABOVE,263,1.9%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,60 &  ABOVE,377,2%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,65 &  ABOVE,156,1.1%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,65 &  ABOVE,217,1.2%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,UNDER 1,953,6.9%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,UNDER 1,1018,5.5%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,UNDER 10,6635,48%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,UNDER 10,9087,49.4%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,UNDER 15,8391,60.7%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,UNDER 15,12297,66.9%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Female,UNDER 5,3916,28.3%
Balochistan,Rural,Dera Bugti,Qadirabad,SUB-DIVISION,Male,UNDER 5,5046,27.4%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,05 - 24,2479,42.1%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,05 - 24,3396,51.2%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,15 - 49,2474,42%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,15 - 49,2439,36.8%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,15 - 64,2840,48.2%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,15 - 64,2831,42.7%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,18 - 60,2574,43.7%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,18 - 60,2322,35%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,18 &  ABOVE,2726,46.3%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,18 &  ABOVE,2535,38.2%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,60 &  ABOVE,181,3.1%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,60 &  ABOVE,245,3.7%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,65 &  ABOVE,99,1.7%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,65 &  ABOVE,122,1.8%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,UNDER 1,205,3.5%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,UNDER 1,152,2.3%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,UNDER 10,2496,42.4%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,UNDER 10,2813,42.4%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,UNDER 15,2949,50.1%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,UNDER 15,3682,55.5%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Female,UNDER 5,1428,24.2%
Balochistan,Rural,Dera Bugti,Sangsillah,SUB-TEHSIL,Male,UNDER 5,1385,20.9%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,05 - 24,9450,45.1%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,05 - 24,13502,51.5%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Tgend,05 - 24,2,100%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,15 - 49,9126,43.6%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,15 - 49,9338,35.6%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Tgend,15 - 49,1,50%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,15 - 64,10281,49.1%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,15 - 64,10585,40.4%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Tgend,15 - 64,1,50%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,18 - 60,9343,44.6%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,18 - 60,9005,34.3%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,18 &  ABOVE,9838,47%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,18 &  ABOVE,9757,37.2%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,60 &  ABOVE,567,2.7%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,60 &  ABOVE,834,3.2%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,65 &  ABOVE,308,1.5%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,65 &  ABOVE,481,1.8%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,UNDER 1,441,2.1%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,UNDER 1,443,1.7%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,UNDER 10,8479,40.5%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,UNDER 10,11237,42.9%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,UNDER 15,10347,49.4%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,UNDER 15,15154,57.8%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Tgend,UNDER 15,1,50%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Female,UNDER 5,4679,22.3%
Balochistan,Rural,Dera Bugti,Sui,SUB-DIVISION,Male,UNDER 5,5525,21.1%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,05 - 24,29698,49.2%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,05 - 24,32918,49.1%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Tgend,05 - 24,11,100%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,15 - 49,28276,46.8%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,15 - 49,30432,45.4%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Tgend,15 - 49,9,81.8%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,15 - 64,30579,50.6%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,15 - 64,33626,50.1%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Tgend,15 - 64,9,81.8%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,18 - 60,26210,43.4%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,18 - 60,28721,42.8%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Tgend,18 - 60,2,18.2%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,18 &  ABOVE,27326,45.2%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,18 &  ABOVE,30297,45.2%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Tgend,18 &  ABOVE,2,18.2%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,60 &  ABOVE,1255,2.1%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,60 &  ABOVE,1763,2.6%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,65 &  ABOVE,760,1.3%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,65 &  ABOVE,1065,1.6%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,UNDER 1,678,1.1%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,UNDER 1,574,0.9%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,UNDER 10,20978,34.7%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,UNDER 10,23521,35.1%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,UNDER 15,29077,48.1%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,UNDER 15,32393,48.3%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Tgend,UNDER 15,2,18.2%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Female,UNDER 5,10627,17.6%
Balochistan,Rural,Duki,Duki,SUB-DIVISION,Male,UNDER 5,11748,17.5%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,05 - 24,2793,43.2%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,05 - 24,3136,43.9%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Tgend,05 - 24,4,50%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,15 - 49,3676,56.9%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,15 - 49,4083,57.2%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Tgend,15 - 49,8,100%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,15 - 64,4064,62.9%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,15 - 64,4621,64.7%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Tgend,15 - 64,8,100%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,18 - 60,3704,57.3%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,18 - 60,4166,58.3%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Tgend,18 - 60,6,75%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,18 &  ABOVE,3851,59.6%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,18 &  ABOVE,4409,61.7%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Tgend,18 &  ABOVE,6,75%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,60 &  ABOVE,172,2.7%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,60 &  ABOVE,288,4%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,65 &  ABOVE,101,1.6%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,65 &  ABOVE,154,2.2%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,UNDER 1,44,0.7%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,UNDER 1,48,0.7%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,UNDER 10,1580,24.4%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,UNDER 10,1547,21.7%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,UNDER 15,2298,35.6%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,UNDER 15,2369,33.2%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Female,UNDER 5,765,11.8%
Balochistan,Rural,Duki,Luni,SUB-DIVISION,Male,UNDER 5,722,10.1%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,05 - 24,4860,45.9%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Male,05 - 24,4932,43.6%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Tgend,05 - 24,5,21.7%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,15 - 49,5065,47.9%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Male,15 - 49,5345,47.2%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Tgend,15 - 49,21,91.3%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,15 - 64,5582,52.7%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Male,15 - 64,6046,53.4%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Tgend,15 - 64,23,100%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,18 - 60,4911,46.4%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Male,18 - 60,5282,46.6%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Tgend,18 - 60,22,95.7%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,18 &  ABOVE,5189,49%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Male,18 &  ABOVE,5752,50.8%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Tgend,18 &  ABOVE,22,95.7%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,60 &  ABOVE,322,3%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Male,60 &  ABOVE,522,4.6%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,65 &  ABOVE,185,1.7%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Male,65 &  ABOVE,343,3%
Balochistan,Rural,Duki,Talao,SUB-TEHSIL,Female,UNDER 1,236,2.2%
