Province,Region,District,Tehsil,admin_unit,Gender,Age Group,Population Reporting,% of Total Population
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,15 - 64,18670,58.5%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,15 - 64,18620,59.1%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Tgend,15 - 64,1,100%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,18 - 60,16112,50.5%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,18 - 60,16036,50.9%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Tgend,18 - 60,1,100%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,18 &  ABOVE,17529,54.9%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,18 &  ABOVE,17781,56.5%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Tgend,18 &  ABOVE,1,100%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,60 &  ABOVE,1536,4.8%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,60 &  ABOVE,1907,6.1%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,65 &  ABOVE,933,2.9%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,65 &  ABOVE,1187,3.8%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,UNDER 1,620,1.9%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,UNDER 1,602,1.9%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,UNDER 10,8102,25.4%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,UNDER 10,7854,24.9%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,UNDER 15,12177,38.1%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,UNDER 15,11543,36.7%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Female,UNDER 5,3951,12.4%
Punjab,Urban,Muzaffargarh,Chowk Sarwar Shaheed,TEHSIL,Male,UNDER 5,3816,12.1%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,05 - 24,48610,45%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,05 - 24,48803,44.7%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Tgend,05 - 24,10,52.6%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,15 - 49,48021,44.4%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,15 - 49,48689,44.6%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Tgend,15 - 49,13,68.4%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,15 - 64,54783,50.7%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,15 - 64,56032,51.3%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Tgend,15 - 64,17,89.5%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,18 - 60,47083,43.5%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,18 - 60,47859,43.8%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Tgend,18 - 60,13,68.4%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,18 &  ABOVE,51575,47.7%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,18 &  ABOVE,52508,48.1%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Tgend,18 &  ABOVE,13,68.4%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,60 &  ABOVE,4956,4.6%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,60 &  ABOVE,5148,4.7%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,65 &  ABOVE,3226,3%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,65 &  ABOVE,3279,3%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,UNDER 1,2952,2.7%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,UNDER 1,2842,2.6%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,UNDER 10,36479,33.7%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,UNDER 10,35977,32.9%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,UNDER 15,50043,46.3%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,UNDER 15,49829,45.6%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Tgend,UNDER 15,2,10.5%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Female,UNDER 5,20462,18.9%
Punjab,Urban,Muzaffargarh,Jatoi,TEHSIL,Male,UNDER 5,20096,18.4%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,05 - 24,49523,44.8%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,05 - 24,47330,43.1%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Tgend,05 - 24,6,37.5%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,15 - 49,56078,50.7%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,15 - 49,54805,50%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Tgend,15 - 49,11,68.8%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,15 - 64,64502,58.3%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,15 - 64,64488,58.8%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Tgend,15 - 64,15,93.8%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,18 - 60,55737,50.4%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,18 - 60,55633,50.7%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Tgend,18 - 60,12,75%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,18 &  ABOVE,60895,55%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,18 &  ABOVE,61301,55.9%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Tgend,18 &  ABOVE,15,93.8%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,60 &  ABOVE,5613,5.1%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,60 &  ABOVE,6201,5.7%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Tgend,60 &  ABOVE,3,18.8%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,65 &  ABOVE,3606,3.3%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,65 &  ABOVE,3819,3.5%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Tgend,65 &  ABOVE,1,6.3%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,UNDER 1,2098,1.9%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,UNDER 1,2153,2%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,UNDER 10,28761,26%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,UNDER 10,28049,25.6%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,UNDER 15,42289,38.2%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,UNDER 15,41166,37.5%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Female,UNDER 5,14713,13.3%
Punjab,Urban,Muzaffargarh,Kot Addu,TEHSIL,Male,UNDER 5,14559,13.3%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,05 - 24,55053,42.6%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,05 - 24,57395,41.5%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Tgend,05 - 24,1,25%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,15 - 49,63526,49.1%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,15 - 49,65923,47.6%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Tgend,15 - 49,3,75%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,15 - 64,73388,56.7%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,15 - 64,77871,56.3%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Tgend,15 - 64,4,100%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,18 - 60,63640,49.2%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,18 - 60,67022,48.4%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Tgend,18 - 60,4,100%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,18 &  ABOVE,68920,53.3%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,18 &  ABOVE,73681,53.2%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Tgend,18 &  ABOVE,4,100%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,60 &  ABOVE,5928,4.6%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,60 &  ABOVE,7393,5.3%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,65 &  ABOVE,3495,2.7%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,65 &  ABOVE,4340,3.1%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,UNDER 1,2956,2.3%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,UNDER 1,2887,2.1%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,UNDER 10,36475,28.2%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,UNDER 10,39778,28.7%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,UNDER 15,52160,40.3%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,UNDER 15,55900,40.4%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Female,UNDER 5,20753,16%
Punjab,Urban,Muzaffargarh,Muzaffargarh,TEHSIL,Male,UNDER 5,23017,16.6%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,05 - 24,28376,43.9%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,05 - 24,28483,43.5%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,05 - 24,3,18.8%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,15 - 49,33690,52.1%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,15 - 49,33288,50.9%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,15 - 49,9,56.3%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,15 - 64,39259,60.8%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,15 - 64,39839,60.9%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,15 - 64,14,87.5%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,18 - 60,33874,52.4%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,18 - 60,33871,51.8%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,18 - 60,14,87.5%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,18 &  ABOVE,37111,57.4%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,18 &  ABOVE,37760,57.7%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,18 &  ABOVE,15,93.8%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,60 &  ABOVE,3601,5.6%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,60 &  ABOVE,4254,6.5%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,60 &  ABOVE,2,12.5%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,65 &  ABOVE,2215,3.4%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,65 &  ABOVE,2596,4%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,65 &  ABOVE,1,6.3%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,UNDER 1,1128,1.7%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,UNDER 1,1073,1.6%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,UNDER 10,15057,23.3%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,UNDER 10,14492,22.2%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,UNDER 15,23131,35.8%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,UNDER 15,22985,35.1%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Tgend,UNDER 15,1,6.3%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Female,UNDER 5,7533,11.7%
Punjab,Urban,Nankana Sahib,Nankana Sahib,TEHSIL,Male,UNDER 5,7186,11%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,05 - 24,21480,41.3%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,05 - 24,20609,39.9%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,15 - 49,26882,51.7%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,15 - 49,25218,48.8%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Tgend,15 - 49,10,76.9%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,15 - 64,31366,60.3%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,15 - 64,30622,59.2%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Tgend,15 - 64,12,92.3%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,18 - 60,27418,52.7%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,18 - 60,26551,51.4%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Tgend,18 - 60,12,92.3%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,18 &  ABOVE,29938,57.6%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,18 &  ABOVE,29820,57.7%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Tgend,18 &  ABOVE,13,100%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,60 &  ABOVE,2800,5.4%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,60 &  ABOVE,3615,7%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Tgend,60 &  ABOVE,1,7.7%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,65 &  ABOVE,1706,3.3%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,65 &  ABOVE,2234,4.3%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Tgend,65 &  ABOVE,1,7.7%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,UNDER 1,1135,2.2%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,UNDER 1,1066,2.1%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,UNDER 10,13096,25.2%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,UNDER 10,13076,25.3%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,UNDER 15,18920,36.4%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,UNDER 15,18848,36.5%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Female,UNDER 5,7218,13.9%
Punjab,Urban,Nankana Sahib,Sangla Hill,TEHSIL,Male,UNDER 5,7434,14.4%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,05 - 24,18870,42.5%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,05 - 24,19003,42%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Tgend,05 - 24,3,15.8%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,15 - 49,23305,52.5%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,15 - 49,22842,50.5%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Tgend,15 - 49,17,89.5%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,15 - 64,27076,61%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,15 - 64,27158,60.1%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Tgend,15 - 64,19,100%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,18 - 60,23739,53.5%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,18 - 60,23450,51.9%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Tgend,18 - 60,19,100%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,18 &  ABOVE,25707,57.9%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,18 &  ABOVE,26130,57.8%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Tgend,18 &  ABOVE,19,100%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,60 &  ABOVE,2226,5%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,60 &  ABOVE,2981,6.6%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,65 &  ABOVE,1284,2.9%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,65 &  ABOVE,1815,4%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,UNDER 1,736,1.7%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,UNDER 1,797,1.8%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,UNDER 10,10814,24.4%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,UNDER 10,11077,24.5%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,UNDER 15,16035,36.1%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,UNDER 15,16251,35.9%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Female,UNDER 5,5662,12.8%
Punjab,Urban,Nankana Sahib,Shah Kot,TEHSIL,Male,UNDER 5,5857,13%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,05 - 24,35745,42.9%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,05 - 24,37040,42.9%
Punjab,Urban,Narowal,Narowal,TEHSIL,Tgend,05 - 24,1,10%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,15 - 49,43965,52.7%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,15 - 49,43013,49.8%
Punjab,Urban,Narowal,Narowal,TEHSIL,Tgend,15 - 49,10,100%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,15 - 64,51467,61.7%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,15 - 64,51660,59.9%
Punjab,Urban,Narowal,Narowal,TEHSIL,Tgend,15 - 64,10,100%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,18 - 60,44880,53.8%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,18 - 60,44368,51.4%
Punjab,Urban,Narowal,Narowal,TEHSIL,Tgend,18 - 60,10,100%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,18 &  ABOVE,49150,58.9%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,18 &  ABOVE,49615,57.5%
Punjab,Urban,Narowal,Narowal,TEHSIL,Tgend,18 &  ABOVE,10,100%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,60 &  ABOVE,4742,5.7%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,60 &  ABOVE,5784,6.7%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,65 &  ABOVE,2915,3.5%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,65 &  ABOVE,3618,4.2%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,UNDER 1,1742,2.1%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,UNDER 1,1877,2.2%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,UNDER 10,19405,23.3%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,UNDER 10,20638,23.9%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,UNDER 15,28979,34.7%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,UNDER 15,30990,35.9%
Punjab,Urban,Narowal,Narowal,TEHSIL,Female,UNDER 5,10073,12.1%
Punjab,Urban,Narowal,Narowal,TEHSIL,Male,UNDER 5,11012,12.8%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,05 - 24,26297,42.2%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,05 - 24,27667,42.9%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Tgend,05 - 24,5,41.7%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,15 - 49,32384,52%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,15 - 49,31903,49.5%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Tgend,15 - 49,10,83.3%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,15 - 64,38123,61.2%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,15 - 64,38546,59.8%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Tgend,15 - 64,11,91.7%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,18 - 60,33025,53.1%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,18 - 60,32853,51%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Tgend,18 - 60,9,75%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,18 &  ABOVE,36344,58.4%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,18 &  ABOVE,37087,57.5%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Tgend,18 &  ABOVE,10,83.3%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,60 &  ABOVE,3703,5.9%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,60 &  ABOVE,4706,7.3%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Tgend,60 &  ABOVE,1,8.3%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,65 &  ABOVE,2279,3.7%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,65 &  ABOVE,2889,4.5%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Tgend,65 &  ABOVE,1,8.3%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,UNDER 1,1099,1.8%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,UNDER 1,1143,1.8%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,UNDER 10,14652,23.5%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,UNDER 10,15112,23.4%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,UNDER 15,21848,35.1%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,UNDER 15,23045,35.7%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Female,UNDER 5,7760,12.5%
Punjab,Urban,Narowal,Shakargarh,TEHSIL,Male,UNDER 5,8033,12.5%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,05 - 24,11349,43.8%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,05 - 24,11982,44.8%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Tgend,05 - 24,2,11.8%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,15 - 49,13481,52.1%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,15 - 49,13207,49.4%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Tgend,15 - 49,15,88.2%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,15 - 64,15651,60.4%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,15 - 64,15757,58.9%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Tgend,15 - 64,17,100%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,18 - 60,13578,52.4%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,18 - 60,13467,50.4%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Tgend,18 - 60,17,100%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,18 &  ABOVE,14819,57.2%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,18 &  ABOVE,14882,55.7%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Tgend,18 &  ABOVE,17,100%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,60 &  ABOVE,1370,5.3%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,60 &  ABOVE,1544,5.8%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,65 &  ABOVE,865,3.3%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,65 &  ABOVE,899,3.4%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,UNDER 1,588,2.3%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,UNDER 1,540,2%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,UNDER 10,6285,24.3%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,UNDER 10,6765,25.3%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,UNDER 15,9376,36.2%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,UNDER 15,10074,37.7%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Female,UNDER 5,3199,12.4%
Punjab,Urban,Narowal,Zafarwal,TEHSIL,Male,UNDER 5,3407,12.7%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,05 - 24,99620,43.6%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,05 - 24,99490,42.7%
Punjab,Urban,Okara,Depalpur,TEHSIL,Tgend,05 - 24,17,16.5%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,15 - 49,113508,49.7%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,15 - 49,112973,48.5%
Punjab,Urban,Okara,Depalpur,TEHSIL,Tgend,15 - 49,84,81.6%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,15 - 64,132270,57.9%
