"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","LIGHT_ELECT","LIGHT_SOLAR","LIGHT_OTHERS","FUEL_GAS","FUEL_LPGCNG","FUEL_FIREWOOD","FUEL_OTHERS","SEP_KITCHEN","NO_KITCHEN"
"PUNJAB","FAISALABAD","TOBA TEK SINGH","GOJRA","TEHSIL","OVERALL",114653,111293,1158,2202,52055,2374,58766,1458,75466,29026
"PUNJAB","FAISALABAD","TOBA TEK SINGH","GOJRA","TEHSIL","RURAL",80848,78046,948,1854,23014,1331,55524,979,49582,24456
"PUNJAB","FAISALABAD","TOBA TEK SINGH","GOJRA","TEHSIL","URBAN",33805,33247,210,348,29041,1043,3242,479,25884,4570
"PUNJAB","FAISALABAD","TOBA TEK SINGH","KAMALIA","TEHSIL","OVERALL",67925,66182,482,1261,21175,1031,42253,3466,34335,27001
"PUNJAB","FAISALABAD","TOBA TEK SINGH","KAMALIA","TEHSIL","RURAL",40148,38983,232,933,330,565,36164,3089,17811,18446
"PUNJAB","FAISALABAD","TOBA TEK SINGH","KAMALIA","TEHSIL","URBAN",27777,27199,250,328,20845,466,6089,377,16524,8555
"PUNJAB","FAISALABAD","TOBA TEK SINGH","PIRMAHAL","TEHSIL","OVERALL",77813,75051,533,2229,19059,2247,54405,2102,50991,19934
"PUNJAB","FAISALABAD","TOBA TEK SINGH","PIRMAHAL","TEHSIL","RURAL",67723,65173,449,2101,10093,1670,53927,2033,42201,19448
"PUNJAB","FAISALABAD","TOBA TEK SINGH","PIRMAHAL","TEHSIL","URBAN",10090,9878,84,128,8966,577,478,69,8790,486
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","OVERALL",133505,128133,1408,3964,56660,3635,70530,2680,90545,33937
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","RURAL",113635,108989,1248,3398,39503,2788,69348,1996,74406,31766
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","URBAN",19870,19144,160,566,17157,847,1182,684,16139,2171
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","OVERALL",190350,184386,1499,4465,41726,8974,128319,11331,107644,66572
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","RURAL",133186,128785,903,3498,8898,3239,111293,9756,68378,54007
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","URBAN",57164,55601,596,967,32828,5735,17026,1575,39266,12565
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","OVERALL",177997,171680,1368,4949,16552,4876,144393,12176,91530,69648
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","RURAL",144266,138546,1206,4514,3544,1762,127876,11084,71274,59235
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","URBAN",33731,33134,162,435,13008,3114,16517,1092,20256,10413
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","OVERALL",174689,168721,1463,4505,18981,10102,134490,11116,93534,64741
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","RURAL",141019,135680,1149,4190,6307,2647,122004,10061,69426,58127
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","URBAN",33670,33041,314,315,12674,7455,12486,1055,24108,6614
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","OVERALL",100478,46031,12162,42285,17348,125,79696,3309,57390,31192
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","RURAL",72403,25388,10376,36639,3373,22,66499,2509,40567,25066
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","URBAN",28075,20643,1786,5646,13975,103,13197,800,16823,6126
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","OVERALL",72516,22497,13533,36486,5489,96,60554,6377,27999,37264
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","RURAL",62169,16965,12094,33110,1025,65,55061,6018,22776,33843
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","URBAN",10347,5532,1439,3376,4464,31,5493,359,5223,3421
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","OVERALL",95264,44215,10025,41024,10825,336,77740,6363,38039,43916
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","RURAL",72924,28176,7903,36845,1404,54,65536,5930,27936,37436
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","URBAN",22340,16039,2122,4179,9421,282,12204,433,10103,6480
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","OVERALL",39276,15913,3854,19509,4756,63,33393,1064,20930,15051
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","RURAL",28732,9729,3296,15707,152,40,27773,767,14815,11752
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","URBAN",10544,6184,558,3802,4604,23,5620,297,6115,3299
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","OVERALL",90358,30787,7881,51690,8507,70,76847,4934,31449,50409
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","RURAL",75721,22343,7124,46254,2516,54,68534,4617,25809,44960
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","URBAN",14637,8444,757,5436,5991,16,8313,317,5640,5449
"SINDH","HYDERABAD","DADU","DADU","TALUKA","OVERALL",96196,70157,18773,7266,32167,658,53247,10124,44010,23466
"SINDH","HYDERABAD","DADU","DADU","TALUKA","RURAL",58994,39301,14004,5689,7224,248,43147,8375,22000,19114
"SINDH","HYDERABAD","DADU","DADU","TALUKA","URBAN",37202,30856,4769,1577,24943,410,10100,1749,22010,4352
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","OVERALL",65519,29739,24381,11399,3130,169,54011,8209,17425,31598
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","RURAL",58268,23878,23271,11119,623,109,49741,7795,15431,29648
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","URBAN",7251,5861,1110,280,2507,60,4270,414,1994,1950
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","OVERALL",76844,48003,15803,13038,16028,112,42866,17838,42312,21737
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","RURAL",59964,34314,14082,11568,5866,65,37788,16245,33572,18211
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","URBAN",16880,13689,1721,1470,10162,47,5078,1593,8740,3526
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","OVERALL",101912,62880,28101,10931,21489,175,49775,30473,40286,26330
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","RURAL",79381,42589,26670,10122,8726,74,42936,27645,32703,24178
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","URBAN",22531,20291,1431,809,12763,101,6839,2828,7583,2152
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","OVERALL",62056,13438,30125,18493,12652,268,46060,3076,15796,36034
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","RURAL",45686,3818,24438,17430,2493,51,40496,2646,9642,30609
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","URBAN",16370,9620,5687,1063,10159,217,5564,430,6154,5425
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","OVERALL",100749,60035,25399,15315,26137,356,71151,3105,38342,33997
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","RURAL",77059,39484,23379,14196,9269,80,64864,2846,27452,28173
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","URBAN",23690,20551,2020,1119,16868,276,6287,259,10890,5824
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","OVERALL",32258,16832,7474,7952,3916,16,26795,1531,6136,18632
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","RURAL",25835,11272,7167,7396,1063,9,23455,1308,4502,15214
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","URBAN",6423,5560,307,556,2853,7,3340,223,1634,3418
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","OVERALL",67869,31392,17671,18806,14714,96,47920,5139,18451,37514
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","RURAL",53674,20803,15362,17509,3848,36,44967,4823,11881,34199
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","URBAN",14195,10589,2309,1297,10866,60,2953,316,6570,3315
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","OVERALL",68114,29420,20282,18412,6949,120,54193,6852,20929,32200
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","RURAL",59266,23941,17654,17671,1893,34,51110,6229,16144,30233
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","URBAN",8848,5479,2628,741,5056,86,3083,623,4785,1967
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","OVERALL",138571,135191,1752,1628,127149,2394,7924,1104,93902,3677
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","URBAN",138571,135191,1752,1628,127149,2394,7924,1104,93902,3677
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","OVERALL",93742,71005,5349,17388,27972,735,61076,3959,43167,23288
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","RURAL",75495,55150,4796,15549,16267,557,55242,3429,33318,20552
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","URBAN",18247,15855,553,1839,11705,178,5834,530,9849,2736
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","OVERALL",153348,146465,2876,4007,134262,2310,15375,1401,97362,6667
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","URBAN",153348,146465,2876,4007,134262,2310,15375,1401,97362,6667
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","OVERALL",62530,55620,2673,4237,48631,1974,9905,2020,42839,2891
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","URBAN",62530,55620,2673,4237,48631,1974,9905,2020,42839,2891
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","OVERALL",30660,14519,9232,6909,606,222,22373,7459,12260,14429
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","RURAL",28111,12219,9056,6836,376,42,20822,6871,11036,14040
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","URBAN",2549,2300,176,73,230,180,1551,588,1224,389
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","OVERALL",68861,50341,10441,8079,25806,456,29064,13535,26919,17988
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","RURAL",35096,18312,9339,7445,2867,55,21873,10301,12206,14365
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","URBAN",33765,32029,1102,634,22939,401,7191,3234,14713,3623
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","OVERALL",95535,35914,37790,21831,8196,475,59337,27527,39646,31228
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","RURAL",75519,20492,34123,20904,2220,170,47802,25327,29274,29143
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","URBAN",20016,15422,3667,927,5976,305,11535,2200,10372,2085
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","OVERALL",86413,60676,15432,10305,52312,1648,29650,2803,53985,8448
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","RURAL",20489,12322,2508,5659,4175,368,15307,639,12697,4971
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","URBAN",65924,48354,12924,4646,48137,1280,14343,2164,41288,3477
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","OVERALL",31713,18825,2918,9970,65,150,28184,3314,14658,11516
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","RURAL",27063,15524,2083,9456,54,135,23919,2955,11887,10540
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","URBAN",4650,3301,835,514,11,15,4265,359,2771,976
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","OVERALL",62229,40865,13059,8305,16812,263,41294,3860,30648,15835
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","RURAL",40380,22329,11098,6953,4882,147,32629,2722,19111,12402
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","URBAN",21849,18536,1961,1352,11930,116,8665,1138,11537,3433
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","OVERALL",33138,16666,3468,13004,7075,326,24588,1149,17996,6726
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","RURAL",29238,13420,3309,12509,3720,323,24241,954,16971,6589
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","URBAN",3900,3246,159,495,3355,3,347,195,1025,137
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","OVERALL",77853,32052,34878,10923,19044,143,25994,32672,43868,11564
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","RURAL",58643,14814,33366,10463,4975,56,22794,30818,33673,10768
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","URBAN",19210,17238,1512,460,14069,87,3200,1854,10195,796
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","MIRO KHAN","TALUKA","OVERALL",29339,5746,18795,4798,6017,40,13499,9783,15160,8531
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","MIRO KHAN","TALUKA","RURAL",22390,2417,15718,4255,3093,13,11084,8200,11204,7103
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","MIRO KHAN","TALUKA","URBAN",6949,3329,3077,543,2924,27,2415,1583,3956,1428
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","NASIRABAD","TALUKA","OVERALL",29770,15234,9662,4874,6093,103,7664,15910,15959,4211
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","NASIRABAD","TALUKA","RURAL",23215,10034,8491,4690,1517,11,6138,15549,12343,3798
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","NASIRABAD","TALUKA","URBAN",6555,5200,1171,184,4576,92,1526,361,3616,413
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","OVERALL",18641,1414,11298,5929,355,18,12513,5755,5211,9595
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","RURAL",12770,677,7419,4674,75,14,8644,4037,3720,6760
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","URBAN",5871,737,3879,1255,280,4,3869,1718,1491,2835
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SHAHDAD KOT","TALUKA","OVERALL",40289,24300,11879,4110,14239,215,17698,8137,17487,8688
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SHAHDAD KOT","TALUKA","RURAL",19215,6375,9388,3452,1717,51,11711,5736,8933,6714
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SHAHDAD KOT","TALUKA","URBAN",21074,17925,2491,658,12522,164,5987,2401,8554,1974
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SUJAWAL JUNEJO","TALUKA","OVERALL",23046,4647,14025,4374,1556,74,6699,14717,11406,5139
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SUJAWAL JUNEJO","TALUKA","RURAL",23046,4647,14025,4374,1556,74,6699,14717,11406,5139
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SUJAWAL JUNEJO","TALUKA","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","WARAH","TALUKA","OVERALL",48615,31968,10994,5653,3300,63,25348,19904,23053,11873
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","WARAH","TALUKA","RURAL",34748,20770,9392,4586,692,35,18294,15727,16915,8327
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","WARAH","TALUKA","URBAN",13867,11198,1602,1067,2608,28,7054,4177,6138,3546
"SINDH","KARACHI","KARACHI CENTRAL","GULBERG","SUB-DIVISION","OVERALL",106679,105434,608,637,104020,732,1405,522,73290,1814
"SINDH","KARACHI","KARACHI CENTRAL","GULBERG","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","GULBERG","SUB-DIVISION","URBAN",106679,105434,608,637,104020,732,1405,522,73290,1814
"SINDH","KARACHI","KARACHI CENTRAL","LIAQUATABAD","SUB-DIVISION","OVERALL",97560,96908,483,169,94721,1502,1074,263,75011,1544
"SINDH","KARACHI","KARACHI CENTRAL","LIAQUATABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","LIAQUATABAD","SUB-DIVISION","URBAN",97560,96908,483,169,94721,1502,1074,263,75011,1544
"SINDH","KARACHI","KARACHI CENTRAL","NAZIMABAD","SUB-DIVISION","OVERALL",96275,95515,552,208,94621,746,588,320,69434,1057
"SINDH","KARACHI","KARACHI CENTRAL","NAZIMABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","NAZIMABAD","SUB-DIVISION","URBAN",96275,95515,552,208,94621,746,588,320,69434,1057
"SINDH","KARACHI","KARACHI CENTRAL","NEW KARACHI","SUB-DIVISION","OVERALL",196488,194705,1210,573,192978,1127,1564,819,139478,2265
"SINDH","KARACHI","KARACHI CENTRAL","NEW KARACHI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","NEW KARACHI","SUB-DIVISION","URBAN",196488,194705,1210,573,192978,1127,1564,819,139478,2265
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","OVERALL",154266,152978,891,397,150998,1187,1378,703,113283,3204
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","URBAN",154266,152978,891,397,150998,1187,1378,703,113283,3204
"SINDH","KARACHI","KARACHI EAST","FEROZABAD","SUB-DIVISION","OVERALL",180708,178557,1001,1150,171650,5321,1906,1831,131689,2733
"SINDH","KARACHI","KARACHI EAST","FEROZABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","FEROZABAD","SUB-DIVISION","URBAN",180708,178557,1001,1150,171650,5321,1906,1831,131689,2733
"SINDH","KARACHI","KARACHI EAST","GULSHAN-E-IQBAL","SUB-DIVISION","OVERALL",179357,176511,1285,1561,172899,1799,3556,1103,127529,3367
"SINDH","KARACHI","KARACHI EAST","GULSHAN-E-IQBAL","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","GULSHAN-E-IQBAL","SUB-DIVISION","URBAN",179357,176511,1285,1561,172899,1799,3556,1103,127529,3367
"SINDH","KARACHI","KARACHI EAST","GULZAR-E-HIJRI","SUB-DIVISION","OVERALL",193691,185172,3925,4594,158910,12204,19830,2747,131270,7382
"SINDH","KARACHI","KARACHI EAST","GULZAR-E-HIJRI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","GULZAR-E-HIJRI","SUB-DIVISION","URBAN",193691,185172,3925,4594,158910,12204,19830,2747,131270,7382
"SINDH","KARACHI","KARACHI EAST","JAMSHED QUARTERS","SUB-DIVISION","OVERALL",105633,104759,602,272,103882,921,402,428,70869,1065
"SINDH","KARACHI","KARACHI EAST","JAMSHED QUARTERS","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","JAMSHED QUARTERS","SUB-DIVISION","URBAN",105633,104759,602,272,103882,921,402,428,70869,1065
"SINDH","KARACHI","KARACHI SOUTH","ARAM BAGH","SUB-DIVISION","OVERALL",44611,44272,244,95,41532,2236,523,320,21901,1364
"SINDH","KARACHI","KARACHI SOUTH","ARAM BAGH","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","ARAM BAGH","SUB-DIVISION","URBAN",44611,44272,244,95,41532,2236,523,320,21901,1364
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","OVERALL",95323,93970,803,550,87988,5540,857,938,62664,2148
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","URBAN",95323,93970,803,550,87988,5540,857,938,62664,2148
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","OVERALL",89718,88042,514,1162,84240,3884,756,838,53360,1514
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","URBAN",89718,88042,514,1162,84240,3884,756,838,53360,1514
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","OVERALL",166943,165416,1017,510,136390,22951,5707,1895,109481,2829
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","URBAN",166943,165416,1017,510,136390,22951,5707,1895,109481,2829
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","OVERALL",28498,28344,116,38,27189,1103,89,117,21670,354
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","URBAN",28498,28344,116,38,27189,1103,89,117,21670,354
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","OVERALL",195372,179811,6958,8603,125952,25705,40316,3399,139996,5321
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","RURAL",43348,37840,4035,1473,26470,5204,10598,1076,31092,824
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","URBAN",152024,141971,2923,7130,99482,20501,29718,2323,108904,4497
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","OVERALL",174256,171924,1058,1274,160927,5098,7135,1096,136197,1211
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","URBAN",174256,171924,1058,1274,160927,5098,7135,1096,136197,1211
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","OVERALL",95128,94189,786,153,90874,2642,1351,261,72476,854
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","URBAN",95128,94189,786,153,90874,2642,1351,261,72476,854
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","OVERALL",69182,32981,26385,9816,15665,119,47395,6003,29630,14989
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","RURAL",43791,12222,22137,9432,836,42,37227,5686,19517,11912
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","URBAN",25391,20759,4248,384,14829,77,10168,317,10113,3077
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","OVERALL",81957,38173,11934,31850,8775,263,52789,20130,21858,35426
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","RURAL",65838,23957,11151,30730,1665,72,44754,19347,14240,32772
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","URBAN",16119,14216,783,1120,7110,191,8035,783,7618,2654
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","OVERALL",57755,20657,18805,18293,2608,144,40003,15000,17584,27298
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","RURAL",53310,17634,17941,17735,1430,72,37780,14028,16147,25815
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","URBAN",4445,3023,864,558,1178,72,2223,972,1437,1483
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","OVERALL",148116,145941,1163,1012,133498,3200,10403,1015,115685,1262
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","URBAN",148116,145941,1163,1012,133498,3200,10403,1015,115685,1262
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","OVERALL",68571,67718,393,460,48007,15245,3648,1671,49044,1955
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","URBAN",68571,67718,393,460,48007,15245,3648,1671,49044,1955
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","OVERALL",37369,33362,2905,1102,26546,1284,9315,224,29532,1629
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","URBAN",37369,33362,2905,1102,26546,1284,9315,224,29532,1629
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","OVERALL",65065,64509,315,241,61002,1376,2371,316,44500,1408
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","URBAN",65065,64509,315,241,61002,1376,2371,316,44500,1408
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","OVERALL",47365,19002,14860,13503,1804,73,43768,1720,12649,28359
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","RURAL",37892,12926,13183,11783,1788,38,34563,1503,10488,23409
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","URBAN",9473,6076,1677,1720,16,35,9205,217,2161,4950
