"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","SEX_AGE_GROUP_IN_YEARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TRANSGENDER_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TRANSGENDER_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TRANSGENDER_URBAN","AGE_GROUP_IN_YEARS"
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","18 - 60",437614,219786,217751,77,370657,186553,184057,47,66957,33233,33694,30,NA
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","18 &  ABOVE",496504,252228,244198,78,421537,214627,206862,48,74967,37601,37336,30,NA
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","60 &  ABOVE",63737,35024,28712,1,55018,30278,24739,1,8719,4746,3973,NA,NA
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","65 &  ABOVE",40774,22666,18108,NA,35499,19779,15720,NA,5275,2887,2388,NA,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","ALL AGES",1203944,605493,598314,137,842323,424768,417523,32,361621,180725,180791,105,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","UNDER 1",27667,13606,14061,NA,19503,9622,9881,NA,8164,3984,4180,NA,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","UNDER 5",167016,82615,84401,NA,118129,58478,59651,NA,48887,24137,24750,NA,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","UNDER 10",314221,155687,158534,NA,222276,110093,112183,NA,91945,45594,46351,NA,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","UNDER 15",455020,226551,228469,NA,319987,159632,160355,NA,135033,66919,68114,NA,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","05 - 24",507468,253715,253714,39,354302,177766,176524,12,153166,75949,77190,27,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","15 - 49",589610,293324,296166,120,408237,203811,204400,26,181373,89513,91766,94,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","15 - 64",702650,353331,349186,133,488270,246265,241974,31,214380,107066,107212,102,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","18 - 60",607774,304638,303020,116,422263,212341,209898,24,185511,92297,93122,92,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","18 &  ABOVE",676918,342640,334155,123,472589,240005,232557,27,204329,102635,101598,96,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","60 &  ABOVE",76192,41588,34596,8,55306,30176,25126,4,20886,11412,9470,4,NA
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","65 &  ABOVE",46274,25611,20659,4,34066,18871,15194,1,12208,6740,5465,3,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","ALL AGES",1118673,566611,551943,119,908099,459456,448561,82,210574,107155,103382,37,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","UNDER 1",23415,11721,11694,NA,19032,9490,9542,NA,4383,2231,2152,NA,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","UNDER 5",156865,78534,78331,NA,127003,63496,63507,NA,29862,15038,14824,NA,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","UNDER 10",302853,152212,150641,NA,246344,123665,122679,NA,56509,28547,27962,NA,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","UNDER 15",435245,218986,216249,10,353804,177705,176089,10,81441,41281,40160,NA,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","05 - 24",480203,242009,238150,44,390144,196215,193890,39,90059,45794,44260,5,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","15 - 49",539192,271032,268063,97,436525,219284,217174,67,102667,51748,50889,30,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","15 - 64",637906,323285,314513,108,516764,261661,255032,71,121142,61624,59481,37,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","18 - 60",552721,279528,273097,96,447849,226504,221286,59,104872,53024,51811,37,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","18 &  ABOVE",616688,313711,302880,97,500432,254575,245797,60,116256,59136,57083,37,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","60 &  ABOVE",70947,37741,33205,1,58212,30917,27294,1,12735,6824,5911,NA,NA
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","65 &  ABOVE",45522,24340,21181,1,37531,20090,17440,1,7991,4250,3741,NA,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","ALL AGES",1105574,561561,543830,183,895305,455391,439788,126,210269,106170,104042,57,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","UNDER 1",31749,16066,15683,NA,26073,13239,12834,NA,5676,2827,2849,NA,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","UNDER 5",185169,94883,90286,NA,151229,77699,73530,NA,33940,17184,16756,NA,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","UNDER 10",323682,164704,158978,NA,265450,135285,130165,NA,58232,29419,28813,NA,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","UNDER 15",447694,227137,220540,17,366395,186035,180348,12,81299,41102,40192,5,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","05 - 24",454498,228728,225689,81,369322,186062,183192,68,85176,42666,42497,13,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","15 - 49",520905,261223,259534,148,418045,210190,207748,107,102860,51033,51786,41,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","15 - 64",616728,311913,304650,165,494792,250733,243946,113,121936,61180,60704,52,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","18 - 60",534943,269740,265059,144,429141,216848,212199,94,105802,52892,52860,50,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","18 &  ABOVE",594872,302365,292361,146,478212,243457,234660,95,116660,58908,57701,51,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","60 &  ABOVE",65727,35698,30026,3,53754,29094,24659,1,11973,6604,5367,2,NA
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","65 &  ABOVE",41152,22511,18640,1,34118,18623,15494,1,7034,3888,3146,NA,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","ALL AGES",488722,254879,233825,18,347159,181556,165595,8,141563,73323,68230,10,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","UNDER 1",9818,5208,4610,NA,7001,3720,3281,NA,2817,1488,1329,NA,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","UNDER 5",77323,40183,37140,NA,57100,29703,27397,NA,20223,10480,9743,NA,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","UNDER 10",154819,80559,74260,NA,114080,59567,54513,NA,40739,20992,19747,NA,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","UNDER 15",213225,111839,101384,2,155914,82209,73703,2,57311,29630,27681,NA,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","05 - 24",221103,115935,105159,9,158257,83540,74710,7,62846,32395,30449,2,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","15 - 49",225164,116390,108765,9,156014,80742,75267,5,69150,35648,33498,4,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","15 - 64",260524,135384,125126,14,180387,93750,86631,6,80137,41634,38495,8,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","18 - 60",225631,116572,109049,10,156264,80611,75650,3,69367,35961,33399,7,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","18 &  ABOVE",246703,127314,119377,12,171364,88340,83021,3,75339,38974,36356,9,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","60 &  ABOVE",23060,11899,11156,5,16482,8538,7943,1,6578,3361,3213,4,NA
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","65 &  ABOVE",14973,7656,7315,2,10858,5597,5261,NA,4115,2059,2054,2,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","ALL AGES",374854,195987,178865,2,317766,166140,151625,1,57088,29847,27240,1,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","UNDER 1",8160,4202,3958,NA,6864,3564,3300,NA,1296,638,658,NA,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","UNDER 5",66203,34389,31814,NA,57090,29724,27366,NA,9113,4665,4448,NA,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","UNDER 10",129712,68038,61674,NA,111527,58483,53044,NA,18185,9555,8630,NA,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","UNDER 15",175011,92513,82498,NA,149783,79224,70559,NA,25228,13289,11939,NA,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","05 - 24",174863,92287,82576,NA,147895,78025,69870,NA,26968,14262,12706,NA,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","15 - 49",164454,84633,79820,1,137839,70882,66956,1,26615,13751,12864,NA,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","15 - 64",188952,97835,91115,2,158614,82060,76553,1,30338,15775,14562,1,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","18 - 60",164488,84476,80010,2,138139,70869,67269,1,26349,13607,12741,1,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","18 &  ABOVE",179414,92191,87221,2,150980,77510,73469,1,28434,14681,13752,1,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","60 &  ABOVE",16360,8548,7812,NA,14058,7343,6715,NA,2302,1205,1097,NA,NA
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","65 &  ABOVE",10891,5639,5252,NA,9369,4856,4513,NA,1522,783,739,NA,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","ALL AGES",471100,244672,226398,30,359737,186676,173049,12,111363,57996,53349,18,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","UNDER 1",9637,4940,4697,NA,7517,3848,3669,NA,2120,1092,1028,NA,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","UNDER 5",71166,36740,34426,NA,56926,29239,27687,NA,14240,7501,6739,NA,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","UNDER 10",145052,75422,69630,NA,115532,59994,55538,NA,29520,15428,14092,NA,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","UNDER 15",199964,104439,95524,1,158082,82578,75503,1,41882,21861,20021,NA,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","05 - 24",214503,112072,102423,8,165608,86742,78858,8,48895,25330,23565,NA,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","15 - 49",222257,114861,107372,24,165665,85520,80137,8,56592,29341,27235,16,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","15 - 64",257038,133310,123701,27,191109,98940,92159,10,65929,34370,31542,17,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","18 - 60",224357,115794,108543,20,166923,85892,81028,3,57434,29902,27515,17,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","18 &  ABOVE",244546,125678,118846,22,181860,93153,88703,4,62686,32525,30143,18,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","60 &  ABOVE",21846,10826,11018,2,16131,7927,8203,1,5715,2899,2815,1,NA
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","65 &  ABOVE",14098,6923,7173,2,10546,5158,5387,1,3552,1765,1786,1,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","ALL AGES",184206,94961,89234,11,135462,69857,65601,4,48744,25104,23633,7,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","UNDER 1",3118,1544,1574,NA,2189,1056,1133,NA,929,488,441,NA,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","UNDER 5",26886,13505,13381,NA,20100,10021,10079,NA,6786,3484,3302,NA,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","UNDER 10",56631,29079,27552,NA,43003,22013,20990,NA,13628,7066,6562,NA,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","UNDER 15",78166,40387,37777,2,59202,30598,28602,2,18964,9789,9175,NA,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","05 - 24",84547,43975,40569,3,63418,33075,30340,3,21129,10900,10229,NA,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","15 - 49",87119,44687,42425,7,62860,32246,30612,2,24259,12441,11813,5,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","15 - 64",100374,51726,48639,9,72271,37245,35024,2,28103,14481,13615,7,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","18 - 60",87474,44854,42612,8,62966,32259,30706,1,24508,12595,11906,7,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","18 &  ABOVE",95445,48841,46596,8,68595,35087,33507,1,26850,13754,13089,7,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","60 &  ABOVE",8682,4393,4289,NA,6129,3116,3013,NA,2553,1277,1276,NA,NA
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","65 &  ABOVE",5666,2848,2818,NA,3989,2014,1975,NA,1677,834,843,NA,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","ALL AGES",426535,221557,204965,13,356443,185480,170953,10,70092,36077,34012,3,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","UNDER 1",8195,4186,4009,NA,6725,3432,3293,NA,1470,754,716,NA,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","UNDER 5",69286,35274,34012,NA,58724,30021,28703,NA,10562,5253,5309,NA,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","UNDER 10",139335,72182,67153,NA,118147,61378,56769,NA,21188,10804,10384,NA,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","UNDER 15",189419,99076,90338,5,160249,84115,76129,5,29170,14961,14209,NA,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","05 - 24",193136,101741,91390,5,162010,85575,76430,5,31126,16166,14960,NA,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","15 - 49",194434,100198,94233,3,161054,83019,78033,2,33380,17179,16200,1,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","15 - 64",223696,115726,107965,5,185045,95753,89290,2,38651,19973,18675,3,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","18 - 60",195615,100429,95181,5,161750,83013,78735,2,33865,17416,16446,3,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","18 &  ABOVE",214199,109692,104499,8,177114,90657,86452,5,37085,19035,18047,3,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","60 &  ABOVE",20184,10184,9996,4,16713,8430,8280,3,3471,1754,1716,1,NA
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","65 &  ABOVE",13420,6755,6662,3,11149,5612,5534,3,2271,1143,1128,NA,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","ALL AGES",508607,257678,250907,22,307590,156218,151366,6,201017,101460,99541,16,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","UNDER 1",7791,3915,3876,NA,4763,2408,2355,NA,3028,1507,1521,NA,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","UNDER 5",73694,37129,36565,NA,46386,23300,23086,NA,27308,13829,13479,NA,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","UNDER 10",149948,75280,74668,NA,95202,47789,47413,NA,54746,27491,27255,NA,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","UNDER 15",210831,105633,105197,1,132979,66576,66402,1,77852,39057,38795,NA,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","05 - 24",238356,119574,118774,8,146914,73914,72997,3,91442,45660,45777,5,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","15 - 49",243757,123467,120273,17,143084,72959,70121,4,100673,50508,50152,13,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","15 - 64",282711,144419,138273,19,165588,84992,80591,5,117123,59427,57682,14,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","18 - 60",241722,123342,118363,17,141129,72496,68629,4,100593,50846,49734,13,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","18 &  ABOVE",263806,134716,129071,19,154293,79332,74957,4,109513,55384,54114,15,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","60 &  ABOVE",24307,12584,11721,2,14479,7552,6927,NA,9828,5032,4794,2,NA
"SINDH","HYDERABAD","DADU","DADU","TALUKA","65 &  ABOVE",15065,7626,7437,2,9023,4650,4373,NA,6042,2976,3064,2,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","ALL AGES",333179,170008,163162,9,293093,149667,143419,7,40086,20341,19743,2,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","UNDER 1",5828,2945,2883,NA,4846,2470,2376,NA,982,475,507,NA,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","UNDER 5",56640,28623,28017,NA,49228,24861,24367,NA,7412,3762,3650,NA,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","UNDER 10",109568,55490,54078,NA,96368,48708,47660,NA,13200,6782,6418,NA,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","UNDER 15",151853,77467,74382,4,133763,68169,65591,3,18090,9298,8791,1,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","05 - 24",154985,79616,75361,8,136628,70223,66399,6,18357,9393,8962,2,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","15 - 49",144548,73335,71208,5,126642,64388,62250,4,17906,8947,8958,1,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","15 - 64",169824,86679,83140,5,149024,76217,72803,4,20800,10462,10337,1,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","18 - 60",145226,73725,71498,3,127587,64849,62736,2,17639,8876,8762,1,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","18 &  ABOVE",161527,82049,79475,3,142135,72308,69825,2,19392,9741,9650,1,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","60 &  ABOVE",17693,9115,8578,NA,15787,8167,7620,NA,1906,948,958,NA,NA
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","65 &  ABOVE",11502,5862,5640,NA,10306,5281,5025,NA,1196,581,615,NA,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","ALL AGES",379962,192037,187903,22,296429,150265,146148,16,83533,41772,41755,6,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","UNDER 1",6036,3114,2922,NA,4723,2434,2289,NA,1313,680,633,NA,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","UNDER 5",59038,29416,29622,NA,47421,23633,23788,NA,11617,5783,5834,NA,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","UNDER 10",117810,58796,59014,NA,93943,46960,46983,NA,23867,11836,12031,NA,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","UNDER 15",164715,82513,82201,1,130628,65605,65022,1,34087,16908,17179,NA,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","05 - 24",182565,91952,90602,11,142768,72265,70492,11,39797,19687,20110,NA,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","15 - 49",175846,89324,86505,17,135137,69000,66124,13,40709,20324,20381,4,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","15 - 64",203899,103905,99974,20,156727,80166,76546,15,47172,23739,23428,5,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","18 - 60",173532,88290,85226,16,133271,68042,65218,11,40261,20248,20008,5,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","18 &  ABOVE",190059,96423,93619,17,146410,74508,71891,11,43649,21915,21728,6,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","60 &  ABOVE",18019,8936,9082,1,14313,7098,7215,NA,3706,1838,1867,1,NA
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","65 &  ABOVE",11348,5619,5728,1,9074,4494,4580,NA,2274,1125,1148,1,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","ALL AGES",520559,264064,256462,33,406174,206717,199449,8,114385,57347,57013,25,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","UNDER 1",7803,3902,3901,NA,5947,2940,3007,NA,1856,962,894,NA,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","UNDER 5",84547,42552,41995,NA,67481,33875,33606,NA,17066,8677,8389,NA,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","UNDER 10",165934,83978,81956,NA,132323,66785,65538,NA,33611,17193,16418,NA,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","UNDER 15",231330,117034,114296,NA,184241,93234,91007,NA,47089,23800,23289,NA,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","05 - 24",251490,127053,124426,11,197781,100456,97324,1,53709,26597,27102,10,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","15 - 49",237270,120270,116971,29,181864,92837,89021,6,55406,27433,27950,23,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","15 - 64",273977,139402,134542,33,210230,107599,102623,8,63747,31803,31919,25,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","18 - 60",232593,118344,114219,30,178144,91092,87044,8,54449,27252,27175,22,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","18 &  ABOVE",254774,129443,125301,30,195193,99671,95514,8,59581,29772,29787,22,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","60 &  ABOVE",24098,12183,11915,NA,18493,9403,9090,NA,5605,2780,2825,NA,NA
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","65 &  ABOVE",15252,7628,7624,NA,11703,5884,5819,NA,3549,1744,1805,NA,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","ALL AGES",335145,174433,160706,6,244968,127570,117395,3,90177,46863,43311,3,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","UNDER 1",6980,3621,3359,NA,5330,2766,2564,NA,1650,855,795,NA,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","UNDER 5",53271,27275,25996,NA,41096,21013,20083,NA,12175,6262,5913,NA,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","UNDER 10",107024,55415,51609,NA,82445,42650,39795,NA,24579,12765,11814,NA,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","UNDER 15",147669,77194,70474,1,112327,58836,53490,1,35342,18358,16984,NA,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","05 - 24",159609,84301,75306,2,118032,62576,55455,1,41577,21725,19851,1,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","15 - 49",156196,80794,75398,4,110361,57077,53282,2,45835,23717,22116,2,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","15 - 64",178277,92593,85679,5,125805,65267,60536,2,52472,27326,25143,3,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","18 - 60",154708,79845,74858,5,109174,56226,52946,2,45534,23619,21912,3,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","18 &  ABOVE",167492,86353,81134,5,118521,60981,57538,2,48971,25372,23596,3,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","60 &  ABOVE",14222,7276,6946,NA,10410,5323,5087,NA,3812,1953,1859,NA,NA
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","65 &  ABOVE",9199,4646,4553,NA,6836,3467,3369,NA,2363,1179,1184,NA,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","ALL AGES",540939,280899,260025,15,410014,213036,196973,5,130925,67863,63052,10,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","UNDER 1",8129,4177,3952,NA,6152,3105,3047,NA,1977,1072,905,NA,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","UNDER 5",81576,41785,39791,NA,64045,32662,31383,NA,17531,9123,8408,NA,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","UNDER 10",164771,85357,79414,NA,129584,67014,62570,NA,35187,18343,16844,NA,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","UNDER 15",230262,120002,110258,2,180233,93792,86439,2,50029,26210,23819,NA,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","05 - 24",260705,136363,124338,4,200183,104938,95242,3,60522,31425,29096,1,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","15 - 49",258510,133320,125180,10,191398,98956,92439,3,67112,34364,32741,7,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","15 - 64",295779,153233,142533,13,218649,113430,105216,3,77130,39803,37317,10,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","18 - 60",252911,130581,122319,11,186505,96366,90137,2,66406,34215,32182,9,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","18 &  ABOVE",274066,141545,132509,12,202253,104614,97637,2,71813,36931,34872,10,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","60 &  ABOVE",23322,12192,11129,1,17372,9179,8193,NA,5950,3013,2936,1,NA
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","65 &  ABOVE",14898,7664,7234,NA,11132,5814,5318,NA,3766,1850,1916,NA,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","ALL AGES",162317,84172,78143,2,129670,67418,62251,1,32647,16754,15892,1,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","UNDER 1",3034,1558,1476,NA,2413,1247,1166,NA,621,311,310,NA,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","UNDER 5",27125,13953,13172,NA,22028,11353,10675,NA,5097,2600,2497,NA,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","UNDER 10",54716,28395,26321,NA,44143,22917,21226,NA,10573,5478,5095,NA,NA
