...1,Region,Division,District,Households,Pop2023,AHS,Pop2017,GR,DistrictKey,Energy_LIGHT_ELECT,Energy_LIGHT_SOLAR,Energy_LIGHT_OTHERS,Energy_FUEL_GAS,Energy_FUEL_LPGCNG,Energy_FUEL_FIREWOOD,Energy_FUEL_OTHERS,Energy_SEP_KITCHEN,Energy_NO_KITCHEN,Energy_HOUSEHOLDS,San_TOILET_SEPARATE,San_TOILET_FLUSH,San_TOILET_NON_FLUSH,San_TOILET_NONE,San_WASHROOM_SEPARATE,San_WASHROOM_NONE,San_HOUSEHOLDS,Wtr_DRINK_WTR_IMPROVE,Wtr_DRINK_WTR_INSIDE,Wtr_DRINK_WTR_OUTSIDE,Wtr_DRINK_WTR_TAP,Wtr_DRINK_WTR_MOTOR,Wtr_DRINK_WTR_WELL,Wtr_DRINK_WTR_FILTER,Wtr_DRINK_WTR_BOTTLE,Wtr_DRINK_WTR_OTHER,Wtr_HOUSEHOLDS,Disab_Communication,Disab_Disability,Disab_Functional limitation,Disab_Hearing,Disab_Memorization/ Focus,Disab_Population,Disab_Seeing,Disab_Self care etc,Disab_Walking/ Climbing,Lang_BALOCHI,Lang_BALTI,Lang_BRAHVI,Lang_HINDKO,Lang_KALASHA,Lang_KASHMIRI,Lang_KOHIOSTANI,Lang_MEWATI,Lang_OTHERS,Lang_PUNJABI,Lang_PUSHTO,Lang_SARAIKI,Lang_SHINA,Lang_SINDHI,Lang_TOTAL,Lang_URDU,Ever Attended,Literate >=10,Out of School Children (5-16),Population >=10,Population >=5,Age_TotalPop,Age_Male,Age_Female,Age_Trans,Age_Rural,Age_Urban,Marital_DIVORCED,Marital_MARRIED,Marital_NEVER MARRIED,Marital_SEPERATION,Marital_WIDOWED,Energy_Access_Electricity,San_Access_SanitaryToilet,Wtr_Access_ImprovedDrink,Age_65_Plus,Age_15_29,LIAS_01,Inverse_Disability_01,FCI,CI
119,Balochistan,Nasirabad,Sohbatpur,33738,240106,7.12,200426,3.06,SOHBATPUR,25983,3203,4548,814,61,22285,10574,8076,21709,33734,11284,11301,5522,16911,10181,18883,33734,18191,10817,22917,7294,8300,1805,157,865,15313,33734,1405,4888,9630,1889,1520,240106,1828,1059,3515,161801,0,19009,209,0,57,0,0,382,70,646,15311,39,42335,240106,247,71158,56153,48360,136881,182374,240106,121863,118241,2,225378,14728,89,75761,24845,57,3574,0.7702318136005217,0.33500326080512244,0.5392482362008656,NA,NA,0.0010287123187258961,0,0.4518388964644967,5.143561593629481e-4
120,Balochistan,Quetta,Chaman,61942,466218,7.53,434561,1.18,CHAMAN,41550,12940,7425,2645,8852,41345,9073,32668,1948,61915,38314,39700,19460,2755,44643,1935,61915,47049,34045,27870,29634,4164,6955,18,103,21041,61915,2198,9223,23879,4389,3277,466218,4015,2995,7671,412,0,15,435,0,22,0,0,198,892,463265,333,1,143,466218,502,115836,113577,117899,284174,370295,466218,261194,205011,13,336079,130139,9,137922,74820,41,1511,0.6710813211661149,0.6412016474198498,0.7598966324800129,NA,NA,0.0010767495034511752,0,0.3092734663113408,5.383747517255876e-4
121,Balochistan,Quetta,Killa Abdullah,67308,361971,5.38,323793,1.88,KILLA ABDULLAH,17817,40650,8822,1381,1776,56728,7404,34832,3024,67289,36169,34141,25666,7482,44452,2869,67289,54971,36043,31246,37882,6026,6460,46,208,16667,67289,1771,5996,17921,3612,2581,361971,3262,2149,5757,1246,0,652,5,0,15,0,0,369,87,359220,60,0,81,361971,236,65667,83117,92276,228328,287509,361971,189172,172783,16,326587,35384,37,133527,47866,69,1681,0.26478324837640627,0.5073786205769145,0.8169388755963085,NA,NA,6.51985932574709e-4,0,0.4702997518167902,3.259929662873545e-4
122,Balochistan,Quetta,Pishin,147241,835482,5.67,736903,2.12,PISHIN,78700,59232,9253,57249,3465,76593,9878,66335,4287,147185,87300,96120,38384,12681,107483,2956,147185,124316,83660,63525,87375,15708,12139,17,209,31737,147185,4738,15492,51413,10301,7231,835482,10178,5658,16750,967,0,4540,32,0,58,0,0,231,1070,827702,319,1,159,835482,403,286933,264249,170453,517451,657097,835482,426597,408862,23,591697,243785,81,286992,115617,211,4544,0.5347012263477936,0.6530556782280803,0.8446241125114652,NA,NA,4.8235629253532694e-4,0,0.32253966097088693,2.4117814626766347e-4
123,Balochistan,Quetta,Quetta,288690,2595492,8.99,2269473,2.27,QUETTA,268100,12863,7496,245436,4991,31242,6790,204246,5917,288459,231816,248887,35752,3820,238560,3811,288459,272201,103102,185357,114526,21841,7059,1826,766,142441,288459,19338,56744,195130,40205,28455,2271290,34862,23171,60210,167621,827,352241,18609,37,2567,892,24,186007,67098,1361688,24870,398,30361,2271290,58050,1048212,872669,276511,1550356,1886808,2271290,1164248,1106931,111,979434,1291856,835,765378,461040,427,24395,0.929421512242641,0.8628158594462297,0.943638437351582,NA,NA,0.025558162982269986,0,0.0880413969865157,0.012779081491134993
124,Balochistan,Rakhshan,Chagai,38234,269192,7.04,226517,2.93,CHAGAI,13467,20342,4404,502,7906,27960,1845,26456,4944,38213,23093,25211,3549,9453,29000,3374,38213,33845,17073,21140,10697,6261,14373,92,286,6504,38213,2029,4460,18272,4197,2820,268611,3929,1976,5861,198155,0,45099,30,0,76,1,0,22,181,23984,679,6,153,268611,225,67648,55416,68191,167188,216456,268611,139642,128964,5,248652,19959,110,82086,43409,47,2817,0.35241933373459294,0.6597492999764478,0.8856933504304818,NA,NA,8.376425388386924e-4,0,0.36737933861949246,4.188212694193462e-4
125,Balochistan,Rakhshan,Kharan,35879,260352,7.26,162766,8.17,KHARAN,21380,8586,5877,183,370,33283,2007,23625,2639,35843,22827,19063,11166,5614,26785,1268,35843,29311,15195,20648,18974,7228,4118,5,47,5471,35843,1270,2884,12700,2846,1827,260352,2652,1337,3969,237534,0,22119,9,0,151,0,0,20,83,245,76,1,54,260352,60,73734,62625,61622,152476,200768,260352,139695,120646,11,179546,80806,145,76578,35470,141,1692,0.5964902491420919,0.5318472226097146,0.8177607901124347,NA,NA,2.3045722713864306e-4,0,0.3513005793785863,1.1522861356932153e-4
126,Balochistan,Rakhshan,Nushki,31268,207834,6.65,178947,2.53,NUSHKI,26467,3160,1628,1204,4682,24204,1165,20005,2965,31255,21602,21714,6623,2918,22972,1204,31255,29338,19687,11568,23661,3658,1544,2,12,2378,31255,1017,2024,8944,1979,1354,207200,1688,917,2773,79697,1,117831,40,0,20,0,0,21,80,8984,126,16,92,207200,292,91200,76506,31069,133949,166937,207200,107967,99228,5,159096,48104,62,65094,39380,38,2517,0.8468085106382979,0.6947368421052632,0.9386658134698448,NA,NA,0.0014092664092664093,0,0.17326294459553138,7.046332046332047e-4
127,Balochistan,Rakhshan,Washuk,49080,302623,6.17,175712,9.51,WASHUK,12897,19994,16158,393,2269,42042,4345,28916,9545,49049,21647,14053,13993,21003,32562,7399,49049,36126,14293,34756,6812,10970,27176,3,110,3978,49049,2075,5977,23194,4855,3217,302367,4695,2645,7206,206492,0,95144,55,0,138,0,0,34,52,55,54,17,120,302367,206,50706,38756,84010,179601,237593,302367,162790,139552,25,261516,40851,172,98740,34920,126,2247,0.2629411404921609,0.28650940895838856,0.7365287773451039,NA,NA,6.812912784794637e-4,0,0.5713402244014489,3.4064563923973183e-4
128,Balochistan,Sibi,Dera Bugti,62298,355274,5.7,313110,2.13,DERA BUGTI,21356,8225,32686,14792,58,41675,5742,16565,28764,62267,13726,21769,4554,35944,16518,32207,62267,33049,16557,45710,15787,7499,11151,5,130,27695,62267,725,1793,5015,1200,898,355274,1346,379,2052,351499,0,2,15,0,201,1,0,23,259,449,2281,6,267,355274,271,63140,48816,92428,202817,273389,355274,194588,160682,4,246827,108447,113,130374,23680,97,2608,0.34297460934363305,0.34960733614916406,0.53076268328328,NA,NA,7.627915355472115e-4,0,0.5922184570746409,3.8139576777360574e-4
129,Balochistan,Sibi,Harnai,16400,127571,7.78,97052,4.68,HARNAI,11546,2347,2500,105,127,14978,1183,5837,4606,16393,5649,7059,1663,7671,8126,4386,16393,8677,8343,8050,3264,1467,3816,1,26,7819,16393,1047,3165,10248,2115,1508,127571,1978,1132,3374,10470,0,146,73,1,8,1,0,230,701,113843,563,0,949,127571,586,27687,28904,32265,72572,96090,127571,67362,60205,4,94138,33433,30,37274,16994,26,867,0.7043250167754529,0.43061062648691517,0.5293112914048679,NA,NA,0.00459352047095343,0,0.445251021777588,0.002296760235476715
130,Balochistan,Sibi,Kohlu,38115,260220,6.83,213933,3.33,KOHLU,7093,7363,23639,187,61,35048,2799,10580,19695,38095,7407,8585,3837,25673,12370,18326,38095,11604,6819,31276,4213,2517,6903,28,49,24385,38095,2358,9676,28307,5427,3791,260220,5060,3423,8878,248789,0,2,1,0,192,0,0,128,243,10324,91,1,26,260220,423,47445,46661,69516,163542,210979,260220,136243,123961,16,241242,18978,133,92394,31575,135,1566,0.18619241370258563,0.22535765848536554,0.3046069037931487,NA,NA,0.0016255476135577588,0,0.7612810080063,8.127738067788794e-4
131,Balochistan,Sibi,Sibi,31303,224148,7.16,179751,3.76,SIBI,21884,6352,3060,10354,141,19978,823,15383,6203,31296,18152,20770,6930,3596,17859,4264,31296,21023,15110,16186,12842,5069,2096,8,46,11235,31296,1841,6558,18020,3560,2602,224148,3314,2117,5993,98971,0,6517,25,0,97,0,0,151,2786,30036,29938,5,52684,224148,2938,74170,68529,47202,144535,180714,224148,115033,109110,5,154848,69300,93,74028,38060,84,3247,0.6992586912065439,0.6636630879345603,0.6717471881390593,NA,NA,0.013107411174759534,0,0.32177701090661215,0.006553705587379767
132,Balochistan,Sibi,Ziarat,22900,189535,8.28,160095,2.86,ZIARAT,10802,10067,2025,6178,374,15534,808,8752,2962,22894,8745,11092,2498,9304,15453,1916,22894,12479,5726,17168,1889,2968,5640,3,50,12344,22894,1335,4823,12712,2459,1858,189535,2312,1472,4165,851,0,5,2,0,17,0,0,123,322,187360,558,0,51,189535,246,54629,47976,43568,110630,146113,189535,96172,93355,8,140133,49402,40,50079,32189,21,1848,0.47182667947933954,0.4844937538219621,0.5450773128330567,NA,NA,0.0012979133141636109,0,0.49953408462188054,6.489566570818054e-4
133,Balochistan,Zhob,Killa Saifullah,70021,380200,5.43,342932,1.74,KILLA SAIFULLAH,31001,30848,8149,429,1133,63624,4812,33917,8798,69998,19865,23078,10794,36126,46769,5584,69998,43398,29962,40036,23028,11832,9544,19,217,25358,69998,2079,7956,20098,3866,2892,380200,3881,2262,6669,606,0,0,17,0,43,0,0,114,484,378379,232,0,29,380200,296,94541,74678,85325,226581,295387,380200,199074,181125,1,316025,64175,57,131865,41077,68,2937,0.44288408240235433,0.3296951341466899,0.6199891425469299,NA,NA,7.78537611783272e-4,0,0.5358105469680086,3.89268805891636e-4
134,Balochistan,Zhob,Sherani,36108,191687,5.31,152952,3.84,SHERANI,836,30990,4274,461,141,32666,2832,17244,2973,36100,14538,16154,10009,9937,21911,3040,36100,19266,18627,17473,2676,6654,11921,2,90,14757,36100,685,2026,6774,1340,935,191673,1503,647,2268,149,0,0,1,0,2,0,0,4,8,191431,5,0,24,191673,49,30182,27747,55915,116273,150020,191673,105338,86329,6,191673,0,116,67534,19577,282,823,0.023157894736842106,0.4474792243767313,0.5336842105263158,NA,NA,2.5564372655512255e-4,0,0.6652262234533703,1.2782186327756127e-4
135,Balochistan,Zhob,Zhob,47925,355692,7.42,310354,2.3,ZHOB,23464,19478,4959,663,956,43155,3127,23679,6880,47901,19023,22657,7679,17565,30521,4398,47901,30953,27082,20819,12137,10106,14487,2,31,11138,47901,2161,7812,21151,4227,3082,355556,4137,2358,6867,403,0,7,122,0,28,0,0,158,1484,347202,5286,4,128,355556,734,99236,71952,73649,196456,265372,355556,192137,163414,5,308655,46901,72,100139,42689,108,2334,0.48984363583223733,0.47299638838437613,0.6461869272040249,NA,NA,0.0020643724195344754,0,0.46365768285978715,0.0010321862097672377
136,ICT,ICT,ICT,411518,2363863,5.74,2003368,2.8,ISLAMABAD,397358,9055,4580,252912,99909,54101,4071,349502,15756,410993,371815,396553,10330,4110,361404,15356,410993,397091,242997,167996,99487,202430,14276,46019,10889,37892,410993,22481,73022,185380,37581,29468,2283244,33769,22336,61634,4503,10315,668,140780,182,51920,5016,1095,64734,1154540,415838,46270,7099,21362,2283244,358922,1708958,1508916,89127,1797000,2045762,2363863,NA,NA,NA,NA,NA,4108,1010012,486220,1369,44414,0.9668242524811859,0.9648655816522422,0.9661746063801573,1667220,2039593,0.15719826702708953,0.03410476833894349,0.0340451864954715,0.09565151768301651
