"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","TOILET_SEPARATE","TOILET_FLUSH","TOILET_NON_FLUSH","TOILET_NONE","WASHROOM_SEPARATE","WASHROOM_NONE"
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","OVERALL",98531,65855,85635,3724,9172,63728,12098
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","RURAL",94371,62733,81687,3701,8983,60657,11854
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","URBAN",4160,3122,3948,23,189,3071,244
"KPK","MARDAN","SWABI","SWABI","TEHSIL","OVERALL",67362,52787,63129,1242,2991,51680,4254
"KPK","MARDAN","SWABI","SWABI","TEHSIL","RURAL",40961,30948,38147,320,2494,30543,2908
"KPK","MARDAN","SWABI","SWABI","TEHSIL","URBAN",26401,21839,24982,922,497,21137,1346
"KPK","MARDAN","SWABI","TOPI","TEHSIL","OVERALL",59682,40283,50833,2256,6593,38382,8770
"KPK","MARDAN","SWABI","TOPI","TEHSIL","RURAL",47748,32352,39729,1710,6309,31310,7399
"KPK","MARDAN","SWABI","TOPI","TEHSIL","URBAN",11934,7931,11104,546,284,7072,1371
"KPK","MALAKAND","SWAT","BABUZAI","TEHSIL","OVERALL",104625,79381,94357,2236,8032,84508,6554
"KPK","MALAKAND","SWAT","BABUZAI","TEHSIL","RURAL",49398,32754,40411,1619,7368,38710,2985
"KPK","MALAKAND","SWAT","BABUZAI","TEHSIL","URBAN",55227,46627,53946,617,664,45798,3569
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","OVERALL",31234,20243,26884,1925,2425,21537,2810
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","RURAL",13950,8413,11096,1337,1517,9223,1563
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","URBAN",17284,11830,15788,588,908,12314,1247
"KPK","MALAKAND","SWAT","BEHRAIN","TEHSIL","OVERALL",37756,28345,33884,795,3077,29959,2269
"KPK","MALAKAND","SWAT","BEHRAIN","TEHSIL","RURAL",27171,20497,24040,712,2419,21482,2006
"KPK","MALAKAND","SWAT","BEHRAIN","TEHSIL","URBAN",10585,7848,9844,83,658,8477,263
"KPK","MALAKAND","SWAT","CHARBAGH","TEHSIL","OVERALL",22188,14555,18601,376,3211,17243,1315
"KPK","MALAKAND","SWAT","CHARBAGH","TEHSIL","RURAL",22188,14555,18601,376,3211,17243,1315
"KPK","MALAKAND","SWAT","CHARBAGH","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","KABAL","TEHSIL","OVERALL",69195,51132,62080,2246,4869,56562,3423
"KPK","MALAKAND","SWAT","KABAL","TEHSIL","RURAL",49261,35204,42908,1937,4416,40285,2967
"KPK","MALAKAND","SWAT","KABAL","TEHSIL","URBAN",19934,15928,19172,309,453,16277,456
"KPK","MALAKAND","SWAT","KHAWAZAKHELA","TEHSIL","OVERALL",42543,28904,35205,1935,5403,31945,4323
"KPK","MALAKAND","SWAT","KHAWAZAKHELA","TEHSIL","RURAL",34490,22488,27649,1883,4958,25523,3518
"KPK","MALAKAND","SWAT","KHAWAZAKHELA","TEHSIL","URBAN",8053,6416,7556,52,445,6422,805
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","OVERALL",73671,54303,64520,1254,7897,59957,3750
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","RURAL",66701,48111,57689,1213,7799,53696,3621
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","URBAN",6970,6192,6831,41,98,6261,129
"KPK","DERA ISMAIL KHAN","TANK","JANDOLA","SUB-DIVISION","OVERALL",7067,2735,4048,1067,1952,3744,606
"KPK","DERA ISMAIL KHAN","TANK","JANDOLA","SUB-DIVISION","RURAL",7067,2735,4048,1067,1952,3744,606
"KPK","DERA ISMAIL KHAN","TANK","JANDOLA","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","TANK","TANK","TEHSIL","OVERALL",63496,31297,45743,11641,6112,33961,4276
"KPK","DERA ISMAIL KHAN","TANK","TANK","TEHSIL","RURAL",56235,25733,38865,11300,6070,28382,4182
"KPK","DERA ISMAIL KHAN","TANK","TANK","TEHSIL","URBAN",7261,5564,6878,341,42,5579,94
"KPK","HAZARA","TORGHAR","DAUR MERA","TEHSIL","OVERALL",7364,1641,2196,233,4935,3788,2393
"KPK","HAZARA","TORGHAR","DAUR MERA","TEHSIL","RURAL",7364,1641,2196,233,4935,3788,2393
"KPK","HAZARA","TORGHAR","DAUR MERA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","TORGHAR","JUDBA","TEHSIL","OVERALL",8530,2569,3050,349,5131,4467,2820
"KPK","HAZARA","TORGHAR","JUDBA","TEHSIL","RURAL",8530,2569,3050,349,5131,4467,2820
"KPK","HAZARA","TORGHAR","JUDBA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","TORGHAR","KHANDER","TEHSIL","OVERALL",13516,5638,7986,150,5380,7231,3415
"KPK","HAZARA","TORGHAR","KHANDER","TEHSIL","RURAL",13516,5638,7986,150,5380,7231,3415
"KPK","HAZARA","TORGHAR","KHANDER","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","OVERALL",26365,25432,24953,1017,395,18589,7418
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","RURAL",26365,25432,24953,1017,395,18589,7418
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER DIR","DIR","SUB-DIVISION","OVERALL",50811,30040,41833,1799,7179,31083,10542
"KPK","MALAKAND","UPPER DIR","DIR","SUB-DIVISION","RURAL",44203,24638,35623,1509,7071,26844,9047
"KPK","MALAKAND","UPPER DIR","DIR","SUB-DIVISION","URBAN",6608,5402,6210,290,108,4239,1495
"KPK","MALAKAND","UPPER DIR","LARJUM","SUB-DIVISION","OVERALL",16470,9072,13409,571,2490,8496,4522
"KPK","MALAKAND","UPPER DIR","LARJUM","SUB-DIVISION","RURAL",16470,9072,13409,571,2490,8496,4522
"KPK","MALAKAND","UPPER DIR","LARJUM","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER DIR","SHARINGAL","SUB-DIVISION","OVERALL",30724,16203,23737,2034,4953,19104,5012
"KPK","MALAKAND","UPPER DIR","SHARINGAL","SUB-DIVISION","RURAL",30724,16203,23737,2034,4953,19104,5012
"KPK","MALAKAND","UPPER DIR","SHARINGAL","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER DIR","WARI","SUB-DIVISION","OVERALL",51531,27522,41866,1399,8266,35938,5061
"KPK","MALAKAND","UPPER DIR","WARI","SUB-DIVISION","RURAL",51531,27522,41866,1399,8266,35938,5061
"KPK","MALAKAND","UPPER DIR","WARI","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","UPPER KOHISTAN","DASSU","SUB-DIVISION","OVERALL",22987,4677,5806,5186,11995,5888,9128
"KPK","HAZARA","UPPER KOHISTAN","DASSU","SUB-DIVISION","RURAL",22987,4677,5806,5186,11995,5888,9128
"KPK","HAZARA","UPPER KOHISTAN","DASSU","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","UPPER KOHISTAN","HARBAN BHASHA","TEHSIL","OVERALL",6426,2503,4240,156,2030,2473,1996
"KPK","HAZARA","UPPER KOHISTAN","HARBAN BHASHA","TEHSIL","RURAL",6426,2503,4240,156,2030,2473,1996
"KPK","HAZARA","UPPER KOHISTAN","HARBAN BHASHA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","UPPER KOHISTAN","KANDIA","SUB-DIVISION","OVERALL",24118,6618,9131,2672,12315,8600,10275
"KPK","HAZARA","UPPER KOHISTAN","KANDIA","SUB-DIVISION","RURAL",24118,6618,9131,2672,12315,8600,10275
"KPK","HAZARA","UPPER KOHISTAN","KANDIA","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","UPPER KOHISTAN","SEO","SUB-DIVISION","OVERALL",10181,4070,8779,428,974,3778,1650
"KPK","HAZARA","UPPER KOHISTAN","SEO","SUB-DIVISION","RURAL",10181,4070,8779,428,974,3778,1650
"KPK","HAZARA","UPPER KOHISTAN","SEO","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","ATTOCK","TEHSIL","OVERALL",81037,72336,77857,1782,1398,69998,3958
"PUNJAB","RAWALPINDI","ATTOCK","ATTOCK","TEHSIL","RURAL",37125,32256,34347,1596,1182,31401,2143
"PUNJAB","RAWALPINDI","ATTOCK","ATTOCK","TEHSIL","URBAN",43912,40080,43510,186,216,38597,1815
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","OVERALL",60131,52871,55205,1224,3702,50746,6163
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","RURAL",47549,41541,42875,1119,3555,40193,5069
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","URBAN",12582,11330,12330,105,147,10553,1094
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","OVERALL",39835,33192,37925,740,1170,31473,3186
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","RURAL",28846,23289,27328,525,993,22342,2233
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","URBAN",10989,9903,10597,215,177,9131,953
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","OVERALL",62129,55792,59735,1031,1363,54292,3021
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","RURAL",52628,47003,50370,971,1287,45776,2621
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","URBAN",9501,8789,9365,60,76,8516,400
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","OVERALL",57460,50662,51084,2154,4222,49839,5225
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","RURAL",47612,41556,41700,1952,3960,40624,5051
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","URBAN",9848,9106,9384,202,262,9215,174
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","OVERALL",53381,44598,46207,1807,5367,45017,5033
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","RURAL",42814,35022,35951,1630,5233,35617,4710
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","URBAN",10567,9576,10256,177,134,9400,323
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","OVERALL",154112,99632,117742,4565,31805,98635,34087
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","RURAL",108351,62244,74077,4230,30044,62006,31305
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","URBAN",45761,37388,43665,335,1761,36629,2782
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","OVERALL",133581,94893,108722,3722,21137,91425,25163
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","RURAL",95999,62935,73026,3394,19579,60643,22271
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","URBAN",37582,31958,35696,328,1558,30782,2892
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","OVERALL",76054,60363,63784,1491,10779,59669,11610
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","RURAL",55769,42414,45036,1107,9626,41518,10671
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","URBAN",20285,17949,18748,384,1153,18151,939
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","OVERALL",96346,77251,86208,1821,8317,75660,10501
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","RURAL",62715,48226,54431,1157,7127,47552,8148
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","URBAN",33631,29025,31777,664,1190,28108,2353
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","OVERALL",97523,55530,69738,2374,25411,53863,28553
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","RURAL",78485,41090,51836,2202,24447,40082,26637
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","URBAN",19038,14440,17902,172,964,13781,1916
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","OVERALL",195174,122065,152666,4670,37838,99911,67171
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","RURAL",144072,79966,104471,3936,35665,60941,61470
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","URBAN",51102,42099,48195,734,2173,38970,5701
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","OVERALL",132047,109643,126832,2026,3189,103337,11067
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","URBAN",132047,109643,126832,2026,3189,103337,11067
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","OVERALL",105184,76670,93335,1576,10273,68540,20745
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","RURAL",82198,57198,70968,1363,9867,50489,18708
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","URBAN",22986,19472,22367,213,406,18051,2037
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","OVERALL",84089,63403,71548,1581,10960,58440,17160
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","RURAL",51293,36182,41283,1028,8982,33556,12311
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","URBAN",32796,27221,30265,553,1978,24884,4849
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","OVERALL",48445,30551,38961,802,8682,27515,12706
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","RURAL",40482,23735,31241,663,8578,20807,12481
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","URBAN",7963,6816,7720,139,104,6708,225
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","OVERALL",108498,77455,85546,2756,20196,74831,23332
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","RURAL",98435,68465,76006,2599,19830,66080,22715
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","URBAN",10063,8990,9540,157,366,8751,617
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","OVERALL",124135,88832,110232,2832,11071,83302,18459
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","RURAL",99062,67422,86187,2441,10434,62532,17114
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","URBAN",25073,21410,24045,391,637,20770,1345
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","OVERALL",70483,39699,56836,694,12953,37336,15951
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","RURAL",54723,29158,41779,652,12292,26956,15054
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","URBAN",15760,10541,15057,42,661,10380,897
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","OVERALL",65693,40459,53498,641,11554,39654,13078
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","RURAL",57999,34182,45953,621,11425,33495,12811
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","URBAN",7694,6277,7545,20,129,6159,267
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","OVERALL",53000,27931,34138,1321,17541,27827,17723
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","RURAL",45358,23143,27484,1267,16607,23145,16639
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","URBAN",7642,4788,6654,54,934,4682,1084
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","OVERALL",126901,110759,116967,4063,5871,110175,6726
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","RURAL",87472,75318,79687,2888,4897,74772,5651
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","URBAN",39429,35441,37280,1175,974,35403,1075
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","OVERALL",26676,23268,24438,630,1608,22680,2237
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","RURAL",20571,17667,18616,538,1417,17045,2073
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","URBAN",6105,5601,5822,92,191,5635,164
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","OVERALL",33899,29945,31311,1178,1410,29495,1950
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","RURAL",25707,22591,23573,999,1135,22176,1621
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","URBAN",8192,7354,7738,179,275,7319,329
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","OVERALL",22201,19011,19417,649,2135,19406,1778
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","RURAL",19115,16173,16548,501,2066,16559,1710
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","URBAN",3086,2838,2869,148,69,2847,68
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","OVERALL",79161,68676,71943,1328,5890,69188,5692
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","RURAL",65357,56308,58356,1269,5732,57007,5288
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","URBAN",13804,12368,13587,59,158,12181,404
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","OVERALL",69433,32063,40979,1740,26714,33036,25825
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","RURAL",63333,27051,35389,1712,26232,28185,25132
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","URBAN",6100,5012,5590,28,482,4851,693
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","OVERALL",103876,65677,82221,1892,19763,66099,19600
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","RURAL",51227,24595,31587,968,18672,25621,17565
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","URBAN",52649,41082,50634,924,1091,40478,2035
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","OVERALL",83129,43732,53396,1854,27879,43803,27860
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","RURAL",58783,23702,30202,1426,27155,23914,26961
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","URBAN",24346,20030,23194,428,724,19889,899
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","OVERALL",177702,115376,149751,4526,23425,105268,37989
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","RURAL",104002,54541,77575,3718,22709,47664,33412
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","URBAN",73700,60835,72176,808,716,57604,4577
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","OVERALL",41138,6805,5834,2397,32907,9647,29235
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","RURAL",41138,6805,5834,2397,32907,9647,29235
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","OVERALL",114956,49511,71514,3001,40441,43363,49258
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","RURAL",99653,38582,57217,2851,39585,34631,45811
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","URBAN",15303,10929,14297,150,856,8732,3447
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","OVERALL",120668,73985,92838,5917,21913,65653,34010
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","RURAL",95072,52498,67965,5709,21398,45771,31642
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","URBAN",25596,21487,24873,208,515,19882,2368
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","OVERALL",56658,46681,51273,1761,3624,46453,3945
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","RURAL",47270,38576,42169,1634,3467,38342,3777
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","URBAN",9388,8105,9104,127,157,8111,168
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","OVERALL",556650,475021,543715,7743,5192,469101,11390
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","URBAN",556650,475021,543715,7743,5192,469101,11390
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","OVERALL",268685,227607,254086,4348,10251,220437,18197
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","RURAL",253143,214276,239378,4102,9663,207119,17608
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","URBAN",15542,13331,14708,246,588,13318,589
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","OVERALL",264519,209181,239638,4085,20796,204748,25792
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","RURAL",222845,171654,198572,3854,20419,167800,24821
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","URBAN",41674,37527,41066,231,377,36948,971
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","OVERALL",110873,96793,105389,1811,3673,95339,5272
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","RURAL",79879,70332,75870,1097,2912,69369,3942
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","URBAN",30994,26461,29519,714,761,25970,1330
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","OVERALL",125388,77758,93262,2526,29600,78654,28751
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","RURAL",111435,65730,79817,2323,29295,66619,28424
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","URBAN",13953,12028,13445,203,305,12035,327
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","OVERALL",356287,312275,347114,5962,3211,309314,5940
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","URBAN",356287,312275,347114,5962,3211,309314,5940
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","OVERALL",168704,144780,162099,3118,3487,145353,3280
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","RURAL",114033,96449,108448,2309,3276,97099,2978
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","URBAN",54671,48331,53651,809,211,48254,302
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","OVERALL",94236,76691,91828,1387,1021,75663,2601
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","RURAL",51778,42636,49681,1211,886,41705,2011
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","URBAN",42458,34055,42147,176,135,33958,590
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","OVERALL",87569,71395,83400,2558,1611,70202,3024
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","RURAL",79617,64271,75568,2498,1551,63188,2848
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","URBAN",7952,7124,7832,60,60,7014,176
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","OVERALL",142381,121246,137291,1421,3669,120655,4491
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","RURAL",87761,74936,84051,1119,2591,74282,3420
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","URBAN",54620,46310,53240,302,1078,46373,1071
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","OVERALL",265944,233416,254926,4188,6830,231738,9279
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","RURAL",119914,105020,113944,1965,4005,104004,5329
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","URBAN",146030,128396,140982,2223,2825,127734,3950
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","OVERALL",179257,158868,171512,2065,5680,156792,8136
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","RURAL",131982,117094,125848,1397,4737,115064,7130
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","URBAN",47275,41774,45664,668,943,41728,1006
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","OVERALL",44136,39124,42230,378,1528,38622,2160
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","RURAL",32711,28636,31121,285,1305,28627,1420
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","URBAN",11425,10488,11109,93,223,9995,740
