"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","TOILET_SEPARATE","TOILET_FLUSH","TOILET_NON_FLUSH","TOILET_NONE","WASHROOM_SEPARATE","WASHROOM_NONE"
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","URBAN",89718,82028,86141,3184,393,81250,1144
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","OVERALL",166943,143650,161145,4313,1485,141600,3237
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","URBAN",166943,143650,161145,4313,1485,141600,3237
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","OVERALL",28498,25480,28059,383,56,24219,1243
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","URBAN",28498,25480,28059,383,56,24219,1243
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","OVERALL",195372,145545,180547,10839,3986,142084,7477
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","RURAL",43348,31563,40151,2590,607,30775,1502
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","URBAN",152024,113982,140396,8249,3379,111309,5975
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","OVERALL",174256,137280,171320,1777,1159,135040,2795
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","URBAN",174256,137280,171320,1777,1159,135040,2795
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","OVERALL",95128,74644,91906,2972,250,73858,833
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","URBAN",95128,74644,91906,2972,250,73858,833
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","OVERALL",69182,31462,44778,14129,10275,30104,11514
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","RURAL",43791,20418,22240,11978,9573,19194,10650
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","URBAN",25391,11044,22538,2151,702,10910,864
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","OVERALL",81957,26968,38342,14919,28696,22930,33691
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","RURAL",65838,18441,24136,13921,27781,14720,32125
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","URBAN",16119,8527,14206,998,915,8210,1566
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","OVERALL",57755,19307,19889,11366,26500,17287,27221
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","RURAL",53310,17521,16848,10644,25818,15802,26132
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","URBAN",4445,1786,3041,722,682,1485,1089
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","OVERALL",148116,120145,142808,4579,729,117814,3204
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","URBAN",148116,120145,142808,4579,729,117814,3204
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","OVERALL",68571,53082,62291,4626,1654,51297,3612
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","URBAN",68571,53082,62291,4626,1654,51297,3612
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","OVERALL",37369,30428,34664,1092,1613,29925,2217
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","URBAN",37369,30428,34664,1092,1613,29925,2217
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","OVERALL",65065,51644,62774,1970,321,49656,2049
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","URBAN",65065,51644,62774,1970,321,49656,2049
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","OVERALL",47365,15109,17504,6684,23177,13193,26733
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","RURAL",37892,12060,11457,5896,20539,10534,23044
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","URBAN",9473,3049,6047,788,2638,2659,3689
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","OVERALL",47323,26111,34960,5300,7063,25364,8584
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","RURAL",30107,14897,19907,4143,6057,14200,7572
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","URBAN",17216,11214,15053,1157,1006,11164,1012
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","OVERALL",87201,50491,68718,8868,9615,48215,13580
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","RURAL",40498,19113,26366,6140,7992,17692,10671
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","URBAN",46703,31378,42352,2728,1623,30523,2909
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","OVERALL",59508,29885,42692,6335,10481,28653,12725
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","RURAL",43524,19349,28594,5222,9708,18230,11815
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","URBAN",15984,10536,14098,1113,773,10423,910
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","OVERALL",62663,26336,32235,10553,19875,24021,23899
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","RURAL",46815,20345,21523,9096,16196,18841,18444
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","URBAN",15848,5991,10712,1457,3679,5180,5455
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","OVERALL",67276,26692,29314,10915,27047,24951,30487
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","RURAL",49908,18308,18503,8732,22673,17516,24588
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","URBAN",17368,8384,10811,2183,4374,7435,5899
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","OVERALL",32911,9694,8441,3443,21027,10782,19553
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","RURAL",25084,6313,5277,2306,17501,7172,16348
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","URBAN",7827,3381,3164,1137,3526,3610,3205
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","OVERALL",48003,23594,31064,6931,10008,20088,15717
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","RURAL",31904,14631,18696,5148,8060,11815,12731
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","URBAN",16099,8963,12368,1783,1948,8273,2986
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","OVERALL",207086,163448,200679,4905,1502,159786,5316
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","URBAN",207086,163448,200679,4905,1502,159786,5316
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","OVERALL",115900,93908,112903,2161,836,92856,1438
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","URBAN",115900,93908,112903,2161,836,92856,1438
"SINDH","KARACHI","KORANGI","MODEL COLONY","SUB-DIVISION","OVERALL",76383,63326,74630,1295,458,62611,701
"SINDH","KARACHI","KORANGI","MODEL COLONY","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KORANGI","MODEL COLONY","SUB-DIVISION","URBAN",76383,63326,74630,1295,458,62611,701
"SINDH","KARACHI","KORANGI","SHAH FAISAL","SUB-DIVISION","OVERALL",93681,80301,91962,1485,234,79810,654
"SINDH","KARACHI","KORANGI","SHAH FAISAL","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KORANGI","SHAH FAISAL","SUB-DIVISION","URBAN",93681,80301,91962,1485,234,79810,654
"SINDH","LARKANA","LARKANA","BAKRANI","TALUKA","OVERALL",48638,25051,39979,5872,2787,24642,3291
"SINDH","LARKANA","LARKANA","BAKRANI","TALUKA","RURAL",41557,21526,33773,5295,2489,21235,2797
"SINDH","LARKANA","LARKANA","BAKRANI","TALUKA","URBAN",7081,3525,6206,577,298,3407,494
"SINDH","LARKANA","LARKANA","DOKRI","TALUKA","OVERALL",45083,22242,30417,9132,5534,22132,5894
"SINDH","LARKANA","LARKANA","DOKRI","TALUKA","RURAL",32678,15798,20321,7561,4796,15470,5657
"SINDH","LARKANA","LARKANA","DOKRI","TALUKA","URBAN",12405,6444,10096,1571,738,6662,237
"SINDH","LARKANA","LARKANA","LARKANA","TALUKA","OVERALL",157275,93189,136040,12953,8282,94071,7758
"SINDH","LARKANA","LARKANA","LARKANA","TALUKA","RURAL",58047,27693,41212,9543,7292,28493,6657
"SINDH","LARKANA","LARKANA","LARKANA","TALUKA","URBAN",99228,65496,94828,3410,990,65578,1101
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","OVERALL",70532,36241,57646,7982,4904,35329,5912
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","RURAL",45619,24069,34806,6316,4497,23363,5115
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","URBAN",24913,12172,22840,1666,407,11966,797
"SINDH","KARACHI","MALIR","AIRPORT","SUB-DIVISION","OVERALL",42700,36010,40291,2219,190,35640,779
"SINDH","KARACHI","MALIR","AIRPORT","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","MALIR","AIRPORT","SUB-DIVISION","URBAN",42700,36010,40291,2219,190,35640,779
"SINDH","KARACHI","MALIR","BIN QASIM","SUB-DIVISION","OVERALL",58696,39847,50690,4642,3364,40172,3507
"SINDH","KARACHI","MALIR","BIN QASIM","SUB-DIVISION","RURAL",58696,39847,50690,4642,3364,40172,3507
"SINDH","KARACHI","MALIR","BIN QASIM","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","MALIR","GADAP","SUB-DIVISION","OVERALL",22131,16625,14042,4409,3680,18169,2426
"SINDH","KARACHI","MALIR","GADAP","SUB-DIVISION","RURAL",22131,16625,14042,4409,3680,18169,2426
"SINDH","KARACHI","MALIR","GADAP","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","MALIR","IBRAHIM HYDRI","SUB-DIVISION","OVERALL",214288,164370,198625,10840,4823,155930,15730
"SINDH","KARACHI","MALIR","IBRAHIM HYDRI","SUB-DIVISION","RURAL",106921,81799,97222,6266,3433,79333,6905
"SINDH","KARACHI","MALIR","IBRAHIM HYDRI","SUB-DIVISION","URBAN",107367,82571,101403,4574,1390,76597,8825
"SINDH","KARACHI","MALIR","MURAD MEMON","SUB-DIVISION","OVERALL",75396,59323,69008,3606,2782,60700,1934
"SINDH","KARACHI","MALIR","MURAD MEMON","SUB-DIVISION","RURAL",30441,23453,26105,2635,1701,24055,1344
"SINDH","KARACHI","MALIR","MURAD MEMON","SUB-DIVISION","URBAN",44955,35870,42903,971,1081,36645,590
"SINDH","KARACHI","MALIR","SHAH MUREED","SUB-DIVISION","OVERALL",8215,6160,5540,1834,841,6279,665
"SINDH","KARACHI","MALIR","SHAH MUREED","SUB-DIVISION","RURAL",8215,6160,5540,1834,841,6279,665
"SINDH","KARACHI","MALIR","SHAH MUREED","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","MATIARI","HALA","TALUKA","OVERALL",52849,27870,38403,4272,10174,23073,17881
"SINDH","HYDERABAD","MATIARI","HALA","TALUKA","RURAL",29725,11890,16291,3260,10174,10102,14015
"SINDH","HYDERABAD","MATIARI","HALA","TALUKA","URBAN",23124,15980,22112,1012,NA,12971,3866
"SINDH","HYDERABAD","MATIARI","MATIARI","TALUKA","OVERALL",70479,30560,40720,8605,21154,27366,26638
"SINDH","HYDERABAD","MATIARI","MATIARI","TALUKA","RURAL",61730,24885,32407,8169,21154,22971,24633
"SINDH","HYDERABAD","MATIARI","MATIARI","TALUKA","URBAN",8749,5675,8313,436,NA,4395,2005
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","OVERALL",35135,16585,22602,3919,8614,15023,11706
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","RURAL",30944,13725,18495,3835,8614,12310,11531
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","URBAN",4191,2860,4107,84,NA,2713,175
"SINDH","MIRPUR KHAS","MIRPUR KHAS","DIGRI","TALUKA","OVERALL",43507,21436,19421,6672,17414,18348,20346
"SINDH","MIRPUR KHAS","MIRPUR KHAS","DIGRI","TALUKA","RURAL",30186,11377,7977,6425,15784,9281,17733
"SINDH","MIRPUR KHAS","MIRPUR KHAS","DIGRI","TALUKA","URBAN",13321,10059,11444,247,1630,9067,2613
"SINDH","MIRPUR KHAS","MIRPUR KHAS","HUSSAIN BUX MARI","TALUKA","OVERALL",32660,14265,11578,5349,15733,11663,18475
"SINDH","MIRPUR KHAS","MIRPUR KHAS","HUSSAIN BUX MARI","TALUKA","RURAL",32660,14265,11578,5349,15733,11663,18475
"SINDH","MIRPUR KHAS","MIRPUR KHAS","HUSSAIN BUX MARI","TALUKA","URBAN",NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","MIRPUR KHAS","JHUDO","TALUKA","OVERALL",41817,19831,18466,6180,17171,16745,20264
"SINDH","MIRPUR KHAS","MIRPUR KHAS","JHUDO","TALUKA","RURAL",30147,12423,7979,5849,16319,9751,18947
"SINDH","MIRPUR KHAS","MIRPUR KHAS","JHUDO","TALUKA","URBAN",11670,7408,10487,331,852,6994,1317
"SINDH","MIRPUR KHAS","MIRPUR KHAS","KOT GHULAM MUHAMMAD","TALUKA","OVERALL",58713,23306,19244,9678,29791,18293,34826
"SINDH","MIRPUR KHAS","MIRPUR KHAS","KOT GHULAM MUHAMMAD","TALUKA","RURAL",53032,19607,14128,9666,29238,15021,33859
"SINDH","MIRPUR KHAS","MIRPUR KHAS","KOT GHULAM MUHAMMAD","TALUKA","URBAN",5681,3699,5116,12,553,3272,967
"SINDH","MIRPUR KHAS","MIRPUR KHAS","MIRPUR KHAS","TALUKA","OVERALL",49553,35615,47750,833,970,34978,1412
"SINDH","MIRPUR KHAS","MIRPUR KHAS","MIRPUR KHAS","TALUKA","RURAL",3822,2110,3046,334,442,2011,540
"SINDH","MIRPUR KHAS","MIRPUR KHAS","MIRPUR KHAS","TALUKA","URBAN",45731,33505,44704,499,528,32967,872
"SINDH","MIRPUR KHAS","MIRPUR KHAS","SHUJAABAD","TALUKA","OVERALL",35675,14653,15132,4455,16088,10369,20683
"SINDH","MIRPUR KHAS","MIRPUR KHAS","SHUJAABAD","TALUKA","RURAL",31262,11904,11407,4191,15664,8014,19833
"SINDH","MIRPUR KHAS","MIRPUR KHAS","SHUJAABAD","TALUKA","URBAN",4413,2749,3725,264,424,2355,850
"SINDH","MIRPUR KHAS","MIRPUR KHAS","SINDHRI","TALUKA","OVERALL",51061,17852,12187,10278,28596,14222,31869
"SINDH","MIRPUR KHAS","MIRPUR KHAS","SINDHRI","TALUKA","RURAL",47162,16045,10653,9164,27345,12703,30448
"SINDH","MIRPUR KHAS","MIRPUR KHAS","SINDHRI","TALUKA","URBAN",3899,1807,1534,1114,1251,1519,1421
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","BHIRIA","TALUKA","OVERALL",59731,27118,43810,5956,9965,25753,11778
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","BHIRIA","TALUKA","RURAL",46631,19353,31495,5395,9741,19411,9545
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","BHIRIA","TALUKA","URBAN",13100,7765,12315,561,224,6342,2233
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","KANDIARO","TALUKA","OVERALL",62298,36146,46456,9701,6141,34519,9580
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","KANDIARO","TALUKA","RURAL",54720,30978,39148,9457,6115,29691,8889
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","KANDIARO","TALUKA","URBAN",7578,5168,7308,244,26,4828,691
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","MEHRABPUR","TALUKA","OVERALL",48213,26460,34485,6242,7486,25971,8917
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","MEHRABPUR","TALUKA","RURAL",33492,16364,20441,5661,7390,16292,8384
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","MEHRABPUR","TALUKA","URBAN",14721,10096,14044,581,96,9679,533
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","MORO","TALUKA","OVERALL",75868,38134,53323,10485,12060,34631,17123
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","MORO","TALUKA","RURAL",51166,22451,30976,8628,11562,21182,13826
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","MORO","TALUKA","URBAN",24702,15683,22347,1857,498,13449,3297
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","NAUSHAHRO FEROZE","TALUKA","OVERALL",73658,40026,54494,6260,12904,34947,18635
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","NAUSHAHRO FEROZE","TALUKA","RURAL",45179,20427,29258,3378,12543,18132,14883
"SINDH","SHAHEED BENAZIRABAD","NAUSHAHRO FEROZE","NAUSHAHRO FEROZE","TALUKA","URBAN",28479,19599,25236,2882,361,16815,3752
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","JAM NAWAZ ALI","TALUKA","OVERALL",31724,9106,11498,3147,17079,8393,18063
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","JAM NAWAZ ALI","TALUKA","RURAL",26563,7082,8247,2168,16148,6406,17099
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","JAM NAWAZ ALI","TALUKA","URBAN",5161,2024,3251,979,931,1987,964
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","KHIPRO","TALUKA","OVERALL",68600,26221,24505,6370,37725,29767,34124
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","KHIPRO","TALUKA","RURAL",58793,20740,17734,6202,34857,23859,31627
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","KHIPRO","TALUKA","URBAN",9807,5481,6771,168,2868,5908,2497
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SANGHAR","TALUKA","OVERALL",84859,31603,35217,9244,40398,32682,39567
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SANGHAR","TALUKA","RURAL",68661,21021,21505,8272,38884,21929,38234
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SANGHAR","TALUKA","URBAN",16198,10582,13712,972,1514,10753,1333
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SHAHDADPUR","TALUKA","OVERALL",89418,44568,59608,12366,17444,40571,24955
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SHAHDADPUR","TALUKA","RURAL",53246,22085,28471,10570,14205,19128,19719
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SHAHDADPUR","TALUKA","URBAN",36172,22483,31137,1796,3239,21443,5236
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SINJHORO","TALUKA","OVERALL",61602,23534,28033,6953,26616,24285,25398
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SINJHORO","TALUKA","RURAL",51607,17084,19642,6133,25832,17801,24643
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","SINJHORO","TALUKA","URBAN",9995,6450,8391,820,784,6484,755
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","TANDO ADAM","TALUKA","OVERALL",70734,37160,47227,6530,16977,34415,21868
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","TANDO ADAM","TALUKA","RURAL",41923,16280,19294,6178,16451,14056,20376
"SINDH","SHAHEED BENAZIRABAD","SANGHAR","TANDO ADAM","TALUKA","URBAN",28811,20880,27933,352,526,20359,1492
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","DAUR","TALUKA","OVERALL",97671,39475,47819,10488,39364,36746,44224
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","DAUR","TALUKA","RURAL",79128,27358,32239,9281,37608,26850,39700
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","DAUR","TALUKA","URBAN",18543,12117,15580,1207,1756,9896,4524
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","KAZI AHMED","TALUKA","OVERALL",73218,32866,47830,9655,15733,31150,19334
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","KAZI AHMED","TALUKA","RURAL",64071,27669,39276,9421,15374,26535,18259
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","KAZI AHMED","TALUKA","URBAN",9147,5197,8554,234,359,4615,1075
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","NAWABSHAH","TALUKA","OVERALL",81976,49097,62637,6286,13053,46328,16934
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","NAWABSHAH","TALUKA","RURAL",22215,6280,7941,2971,11303,6463,11487
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","NAWABSHAH","TALUKA","URBAN",59761,42817,54696,3315,1750,39865,5447
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","OVERALL",81491,38049,50233,10598,20660,33772,26965
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","RURAL",68291,29368,38338,10158,19795,25811,25226
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","URBAN",13200,8681,11895,440,865,7961,1739
"SINDH","LARKANA","SHIKARPUR","GARHI YASIN","TALUKA","OVERALL",59269,29377,37363,11029,10877,29288,11141
"SINDH","LARKANA","SHIKARPUR","GARHI YASIN","TALUKA","RURAL",52355,25656,31789,9817,10749,25665,10837
"SINDH","LARKANA","SHIKARPUR","GARHI YASIN","TALUKA","URBAN",6914,3721,5574,1212,128,3623,304
"SINDH","LARKANA","SHIKARPUR","KHANPUR","TALUKA","OVERALL",43595,19818,25567,6214,11814,19942,11967
"SINDH","LARKANA","SHIKARPUR","KHANPUR","TALUKA","RURAL",39996,18284,22072,6206,11718,18428,11840
"SINDH","LARKANA","SHIKARPUR","KHANPUR","TALUKA","URBAN",3599,1534,3495,8,96,1514,127
"SINDH","LARKANA","SHIKARPUR","LAKHI","TALUKA","OVERALL",43374,15246,31524,6183,5667,15167,5899
"SINDH","LARKANA","SHIKARPUR","LAKHI","TALUKA","RURAL",35350,11912,25984,4703,4663,11866,4815
"SINDH","LARKANA","SHIKARPUR","LAKHI","TALUKA","URBAN",8024,3334,5540,1480,1004,3301,1084
"SINDH","LARKANA","SHIKARPUR","SHIKARPUR","TALUKA","OVERALL",68586,33871,51745,7317,9524,32157,11984
"SINDH","LARKANA","SHIKARPUR","SHIKARPUR","TALUKA","RURAL",34792,13969,19308,6481,9003,13685,10706
"SINDH","LARKANA","SHIKARPUR","SHIKARPUR","TALUKA","URBAN",33794,19902,32437,836,521,18472,1278
"SINDH","HYDERABAD","SUJAWAL","JATI","TALUKA","OVERALL",43323,15060,6105,12408,24810,15610,23357
"SINDH","HYDERABAD","SUJAWAL","JATI","TALUKA","RURAL",41334,13899,4710,11873,24751,14553,23243
"SINDH","HYDERABAD","SUJAWAL","JATI","TALUKA","URBAN",1989,1161,1395,535,59,1057,114
"SINDH","HYDERABAD","SUJAWAL","KHARO CHAN","TALUKA","OVERALL",2166,580,347,380,1439,1434,515
"SINDH","HYDERABAD","SUJAWAL","KHARO CHAN","TALUKA","RURAL",2166,580,347,380,1439,1434,515
"SINDH","HYDERABAD","SUJAWAL","KHARO CHAN","TALUKA","URBAN",NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","SUJAWAL","MIRPUR BATHORO","TALUKA","OVERALL",41147,16678,13417,8674,19056,17213,18847
"SINDH","HYDERABAD","SUJAWAL","MIRPUR BATHORO","TALUKA","RURAL",37222,13973,9760,8526,18936,14677,18596
"SINDH","HYDERABAD","SUJAWAL","MIRPUR BATHORO","TALUKA","URBAN",3925,2705,3657,148,120,2536,251
"SINDH","HYDERABAD","SUJAWAL","SHAH BUNDER","TALUKA","OVERALL",32582,12504,5712,8787,18083,16142,14569
"SINDH","HYDERABAD","SUJAWAL","SHAH BUNDER","TALUKA","RURAL",28935,9751,2808,8253,17874,13738,13957
"SINDH","HYDERABAD","SUJAWAL","SHAH BUNDER","TALUKA","URBAN",3647,2753,2904,534,209,2404,612
"SINDH","HYDERABAD","SUJAWAL","SUJAWAL","TALUKA","OVERALL",39636,18002,13334,10199,16103,17122,17035
"SINDH","HYDERABAD","SUJAWAL","SUJAWAL","TALUKA","RURAL",32832,13230,7337,9535,15960,12627,16795
"SINDH","HYDERABAD","SUJAWAL","SUJAWAL","TALUKA","URBAN",6804,4772,5997,664,143,4495,240
"SINDH","SUKKUR","SUKKUR","NEW SUKKUR","TALUKA","OVERALL",52376,30481,45800,3347,3229,30077,3829
"SINDH","SUKKUR","SUKKUR","NEW SUKKUR","TALUKA","RURAL",7706,2154,5364,668,1674,2088,1985
"SINDH","SUKKUR","SUKKUR","NEW SUKKUR","TALUKA","URBAN",44670,28327,40436,2679,1555,27989,1844
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","OVERALL",87340,36165,64103,12487,10750,35440,12415
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","RURAL",69661,25390,47784,11228,10649,24936,12017
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","URBAN",17679,10775,16319,1259,101,10504,398
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","OVERALL",62877,32066,41175,8903,12799,30049,16953
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","RURAL",47388,22145,27909,7193,12286,20297,16167
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","URBAN",15489,9921,13266,1710,513,9752,786
