"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","VARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TGEND_URBAN"
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Ever Attended",352425,200278,152074,73,NA,NA,NA,NA,352425,200278,152074,73
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Primary Completed",19913,11097,8803,13,NA,NA,NA,NA,19913,11097,8803,13
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Enrolment Primary",44039,23960,20079,NA,NA,NA,NA,NA,44039,23960,20079,NA
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Enrolment Middle",20967,11650,9317,NA,NA,NA,NA,NA,20967,11650,9317,NA
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Enrolment Matric",12117,6262,5854,1,NA,NA,NA,NA,12117,6262,5854,1
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Enrolment Intermidiate",12545,6958,5586,1,NA,NA,NA,NA,12545,6958,5586,1
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Enrolment Graduation above",20567,11389,9178,NA,NA,NA,NA,NA,20567,11389,9178,NA
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Never to School (all)",84008,42053,41830,125,NA,NA,NA,NA,84008,42053,41830,125
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Drop Out (5 - 16)",9154,4958,4196,NA,NA,NA,NA,NA,9154,4958,4196,NA
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Never to School (5-16)",15484,7131,8349,4,NA,NA,NA,NA,15484,7131,8349,4
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","Out of School Children (5-16)",24638,12089,12545,4,NA,NA,NA,NA,24638,12089,12545,4
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Population >=5",444730,233575,211114,41,NA,NA,NA,NA,444730,233575,211114,41
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Population >=10",387891,204135,183715,41,NA,NA,NA,NA,387891,204135,183715,41
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Literate >=10",327749,174179,153557,13,NA,NA,NA,NA,327749,174179,153557,13
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Literate %",84.5,85.33,83.58,31.71,NA,NA,NA,NA,84.5,85.33,83.58,31.71
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Ever Attended",361611,191542,170062,7,NA,NA,NA,NA,361611,191542,170062,7
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Primary Completed",24684,12860,11824,NA,NA,NA,NA,NA,24684,12860,11824,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Enrolment Primary",57796,30616,27180,NA,NA,NA,NA,NA,57796,30616,27180,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Enrolment Middle",23758,12420,11338,NA,NA,NA,NA,NA,23758,12420,11338,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Enrolment Matric",12723,6308,6415,NA,NA,NA,NA,NA,12723,6308,6415,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Enrolment Intermidiate",11433,5893,5540,NA,NA,NA,NA,NA,11433,5893,5540,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Enrolment Graduation above",11491,5840,5651,NA,NA,NA,NA,NA,11491,5840,5651,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Never to School (all)",83119,42033,41052,34,NA,NA,NA,NA,83119,42033,41052,34
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Drop Out (5 - 16)",14664,7865,6799,NA,NA,NA,NA,NA,14664,7865,6799,NA
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Never to School (5-16)",15273,7681,7591,1,NA,NA,NA,NA,15273,7681,7591,1
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","Out of School Children (5-16)",29937,15546,14390,1,NA,NA,NA,NA,29937,15546,14390,1
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Population >=5",849584,445652,403815,117,NA,NA,NA,NA,849584,445652,403815,117
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Population >=10",740806,388860,351829,117,NA,NA,NA,NA,740806,388860,351829,117
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Literate >=10",506686,279338,227313,35,NA,NA,NA,NA,506686,279338,227313,35
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Literate %",68.4,71.84,64.61,29.91,NA,NA,NA,NA,68.4,71.84,64.61,29.91
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Ever Attended",545630,302015,243596,19,NA,NA,NA,NA,545630,302015,243596,19
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Primary Completed",51123,25746,25375,2,NA,NA,NA,NA,51123,25746,25375,2
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Enrolment Primary",105308,58189,47119,NA,NA,NA,NA,NA,105308,58189,47119,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Enrolment Middle",44922,24862,20060,NA,NA,NA,NA,NA,44922,24862,20060,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Enrolment Matric",25222,12455,12767,NA,NA,NA,NA,NA,25222,12455,12767,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Enrolment Intermidiate",18732,10111,8620,1,NA,NA,NA,NA,18732,10111,8620,1
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Enrolment Graduation above",13784,7066,6718,NA,NA,NA,NA,NA,13784,7066,6718,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Never to School (all)",303954,143637,160219,98,NA,NA,NA,NA,303954,143637,160219,98
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Drop Out (5 - 16)",23071,11872,11199,NA,NA,NA,NA,NA,23071,11872,11199,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Never to School (5-16)",56765,26781,29984,NA,NA,NA,NA,NA,56765,26781,29984,NA
"SINDH","KARACHI","KARACHI SOUTH","LYARI","SUB-DIVISION","Out of School Children (5-16)",79836,38653,41183,NA,NA,NA,NA,NA,79836,38653,41183,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Population >=5",145816,78984,66809,23,NA,NA,NA,NA,145816,78984,66809,23
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Population >=10",130295,70939,59333,23,NA,NA,NA,NA,130295,70939,59333,23
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Literate >=10",115386,63745,51634,7,NA,NA,NA,NA,115386,63745,51634,7
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Literate %",88.56,89.86,87.02,30.43,NA,NA,NA,NA,88.56,89.86,87.02,30.43
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Ever Attended",125994,69334,56658,2,NA,NA,NA,NA,125994,69334,56658,2
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Primary Completed",7069,3825,3243,1,NA,NA,NA,NA,7069,3825,3243,1
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Enrolment Primary",15805,8520,7285,NA,NA,NA,NA,NA,15805,8520,7285,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Enrolment Middle",8281,4339,3942,NA,NA,NA,NA,NA,8281,4339,3942,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Enrolment Matric",4658,2382,2276,NA,NA,NA,NA,NA,4658,2382,2276,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Enrolment Intermidiate",4962,2620,2342,NA,NA,NA,NA,NA,4962,2620,2342,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Enrolment Graduation above",7127,3847,3280,NA,NA,NA,NA,NA,7127,3847,3280,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Never to School (all)",19822,9650,10151,21,NA,NA,NA,NA,19822,9650,10151,21
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Drop Out (5 - 16)",3990,2233,1757,NA,NA,NA,NA,NA,3990,2233,1757,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Never to School (5-16)",3666,1674,1992,NA,NA,NA,NA,NA,3666,1674,1992,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","Out of School Children (5-16)",7656,3907,3749,NA,NA,NA,NA,NA,7656,3907,3749,NA
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Population >=5",958550,509330,449165,55,220121,117565,102549,7,738429,391765,346616,48
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Population >=10",821899,438496,383348,55,186199,99889,86303,7,635700,338607,297045,48
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Literate >=10",518074,285477,232565,32,97239,56592,40646,1,420835,228885,191919,31
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Literate %",63.03,65.1,60.67,58.18,52.22,56.65,47.1,14.29,66.2,67.6,64.61,64.58
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Ever Attended",552072,302439,249615,18,99110,56618,42492,NA,452962,245821,207123,18
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Primary Completed",46884,26111,20772,1,11209,6338,4871,NA,35675,19773,15901,1
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Enrolment Primary",105821,57466,48355,NA,22772,11859,10913,NA,83049,45607,37442,NA
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Enrolment Middle",39575,20823,18750,2,6881,3833,3048,NA,32694,16990,15702,2
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Enrolment Matric",19000,9630,9370,NA,2852,1595,1257,NA,16148,8035,8113,NA
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Enrolment Intermidiate",15680,8286,7394,NA,2577,1490,1087,NA,13103,6796,6307,NA
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Enrolment Graduation above",14424,7621,6802,1,2370,1363,1007,NA,12054,6258,5795,1
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Never to School (all)",406478,206891,199550,37,121011,60947,60057,7,285467,145944,139493,30
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Drop Out (5 - 16)",29473,15372,14101,NA,5726,2904,2822,NA,23747,12468,11279,NA
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Never to School (5-16)",107539,55092,52442,5,35457,18800,16653,4,72082,36292,35789,1
"SINDH","KARACHI","KARACHI WEST","MANGHOPIR","SUB-DIVISION","Out of School Children (5-16)",137012,70464,66543,5,41183,21704,19475,4,95829,48760,47068,1
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Population >=5",870351,457879,412358,114,NA,NA,NA,NA,870351,457879,412358,114
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Population >=10",751697,397137,354446,114,NA,NA,NA,NA,751697,397137,354446,114
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Literate >=10",571784,308549,263190,45,NA,NA,NA,NA,571784,308549,263190,45
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Literate %",76.07,77.69,74.25,39.47,NA,NA,NA,NA,76.07,77.69,74.25,39.47
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Ever Attended",625593,336772,288794,27,NA,NA,NA,NA,625593,336772,288794,27
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Primary Completed",47446,25565,21878,3,NA,NA,NA,NA,47446,25565,21878,3
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Enrolment Primary",113550,60393,53157,NA,NA,NA,NA,NA,113550,60393,53157,NA
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Enrolment Middle",43707,22094,21613,NA,NA,NA,NA,NA,43707,22094,21613,NA
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Enrolment Matric",23323,11640,11682,1,NA,NA,NA,NA,23323,11640,11682,1
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Enrolment Intermidiate",19127,9823,9304,NA,NA,NA,NA,NA,19127,9823,9304,NA
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Enrolment Graduation above",16688,8432,8255,1,NA,NA,NA,NA,16688,8432,8255,1
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Never to School (all)",244758,121107,123564,87,NA,NA,NA,NA,244758,121107,123564,87
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Drop Out (5 - 16)",27056,14227,12829,NA,NA,NA,NA,NA,27056,14227,12829,NA
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Never to School (5-16)",53889,26485,27403,1,NA,NA,NA,NA,53889,26485,27403,1
"SINDH","KARACHI","KARACHI WEST","MOMINABAD","SUB-DIVISION","Out of School Children (5-16)",80945,40712,40232,1,NA,NA,NA,NA,80945,40712,40232,1
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Population >=5",516058,274870,241160,28,NA,NA,NA,NA,516058,274870,241160,28
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Population >=10",432225,230978,201219,28,NA,NA,NA,NA,432225,230978,201219,28
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Literate >=10",262619,149968,112634,17,NA,NA,NA,NA,262619,149968,112634,17
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Literate %",60.76,64.93,55.98,60.71,NA,NA,NA,NA,60.76,64.93,55.98,60.71
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Ever Attended",282764,162632,120119,13,NA,NA,NA,NA,282764,162632,120119,13
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Primary Completed",25699,14336,11361,2,NA,NA,NA,NA,25699,14336,11361,2
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Enrolment Primary",68593,39008,29585,NA,NA,NA,NA,NA,68593,39008,29585,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Enrolment Middle",24296,13698,10598,NA,NA,NA,NA,NA,24296,13698,10598,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Enrolment Matric",11470,6278,5191,1,NA,NA,NA,NA,11470,6278,5191,1
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Enrolment Intermidiate",7169,4275,2894,NA,NA,NA,NA,NA,7169,4275,2894,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Enrolment Graduation above",5010,2887,2122,1,NA,NA,NA,NA,5010,2887,2122,1
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Never to School (all)",233294,112238,121041,15,NA,NA,NA,NA,233294,112238,121041,15
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Drop Out (5 - 16)",15303,7953,7350,NA,NA,NA,NA,NA,15303,7953,7350,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Never to School (5-16)",65658,31676,33982,NA,NA,NA,NA,NA,65658,31676,33982,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","Out of School Children (5-16)",80961,39629,41332,NA,NA,NA,NA,NA,80961,39629,41332,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Population >=5",331062,170830,160221,11,211823,111715,100098,10,119239,59115,60123,1
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Population >=10",256019,132024,123984,11,159408,83766,75632,10,96611,48258,48352,1
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Literate >=10",97061,62270,34789,2,42338,29130,13206,2,54723,33140,21583,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Literate %",37.91,47.17,28.06,18.18,26.56,34.78,17.46,20,56.64,68.67,44.64,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Ever Attended",92623,60326,32296,1,30896,23583,7312,1,61727,36743,24984,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Primary Completed",13391,7905,5486,NA,4472,3250,1222,NA,8919,4655,4264,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Enrolment Primary",27212,15377,11834,1,11749,7761,3987,1,15463,7616,7847,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Enrolment Middle",10997,7229,3768,NA,4644,3782,862,NA,6353,3447,2906,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Enrolment Matric",3938,2486,1452,NA,1113,861,252,NA,2825,1625,1200,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Enrolment Intermidiate",3324,2168,1156,NA,1022,825,197,NA,2302,1343,959,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Enrolment Graduation above",3701,2663,1038,NA,965,854,111,NA,2736,1809,927,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Never to School (all)",238439,110504,127925,10,180927,88132,92786,9,57512,22372,35139,1
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Drop Out (5 - 16)",4213,2090,2123,NA,1553,956,597,NA,2660,1134,1526,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Never to School (5-16)",99657,49133,50522,2,81474,41336,40136,2,18183,7797,10386,NA
"SINDH","LARKANA","KASHMORE","KANDHKOT","TALUKA","Out of School Children (5-16)",103870,51223,52645,2,83027,42292,40733,2,20843,8931,11912,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Population >=5",382638,192272,190341,25,305250,153367,151874,9,77388,38905,38467,16
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Population >=10",294361,148239,146097,25,231909,116663,115237,9,62452,31576,30860,16
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Literate >=10",96099,62179,33917,3,61889,41351,20535,3,34210,20828,13382,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Literate %",32.65,41.95,23.22,12,26.69,35.44,17.82,33.33,54.78,65.96,43.36,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Ever Attended",102469,68165,34304,NA,63091,44653,18438,NA,39378,23512,15866,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Primary Completed",13152,8101,5051,NA,8300,5441,2859,NA,4852,2660,2192,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Enrolment Primary",35047,20422,14625,NA,24260,15059,9201,NA,10787,5363,5424,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Enrolment Middle",12158,8151,4007,NA,7896,5783,2113,NA,4262,2368,1894,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Enrolment Matric",4311,2846,1465,NA,2552,1820,732,NA,1759,1026,733,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Enrolment Intermidiate",3771,2617,1154,NA,2168,1664,504,NA,1603,953,650,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Enrolment Graduation above",4290,3188,1102,NA,2413,2022,391,NA,1877,1166,711,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Never to School (all)",280169,124107,156037,25,242159,108714,133436,9,38010,15393,22601,16
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Drop Out (5 - 16)",4806,2452,2354,NA,3172,1708,1464,NA,1634,744,890,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Never to School (5-16)",110748,50237,60510,1,98224,44360,53863,1,12524,5877,6647,NA
"SINDH","LARKANA","KASHMORE","KASHMORE","TALUKA","Out of School Children (5-16)",115554,52689,62864,1,101396,46068,55327,1,14158,6621,7537,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Population >=5",261044,133688,127346,10,236633,121489,115141,3,24411,12199,12205,7
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Population >=10",197652,101093,96549,10,179877,92370,87504,3,17775,8723,9045,7
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Literate >=10",73034,47457,25575,2,64758,42176,22580,2,8276,5281,2995,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Literate %",36.95,46.94,26.49,20,36,45.66,25.8,66.67,46.56,60.54,33.11,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Ever Attended",71111,49233,21878,NA,60274,42575,17699,NA,10837,6658,4179,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Primary Completed",7781,4920,2861,NA,6482,4167,2315,NA,1299,753,546,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Enrolment Primary",23416,14219,9197,NA,19591,12244,7347,NA,3825,1975,1850,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Enrolment Middle",8762,6265,2497,NA,7524,5492,2032,NA,1238,773,465,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Enrolment Matric",2819,2016,803,NA,2310,1696,614,NA,509,320,189,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Enrolment Intermidiate",2426,1881,545,NA,2101,1662,439,NA,325,219,106,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Enrolment Graduation above",2694,2272,422,NA,2327,2020,307,NA,367,252,115,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Never to School (all)",189933,84455,105468,10,176359,78914,97442,3,13574,5541,8026,7
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Drop Out (5 - 16)",5618,3066,2552,NA,5015,2755,2260,NA,603,311,292,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Never to School (5-16)",79194,36450,42743,1,72583,33252,39330,1,6611,3198,3413,NA
"SINDH","LARKANA","KASHMORE","TANGWANI","TALUKA","Out of School Children (5-16)",84812,39516,45295,1,77598,36007,41590,1,7214,3509,3705,NA
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Population >=5",815734,429707,385924,103,NA,NA,NA,NA,815734,429707,385924,103
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Population >=10",695906,368464,327339,103,NA,NA,NA,NA,695906,368464,327339,103
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Literate >=10",447123,252050,195041,32,NA,NA,NA,NA,447123,252050,195041,32
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Literate %",64.25,68.41,59.58,31.07,NA,NA,NA,NA,64.25,68.41,59.58,31.07
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Ever Attended",456766,257234,199507,25,NA,NA,NA,NA,456766,257234,199507,25
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Primary Completed",41418,21708,19705,5,NA,NA,NA,NA,41418,21708,19705,5
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Enrolment Primary",95260,51982,43278,NA,NA,NA,NA,NA,95260,51982,43278,NA
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Enrolment Middle",37740,20247,17493,NA,NA,NA,NA,NA,37740,20247,17493,NA
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Enrolment Matric",17934,9543,8390,1,NA,NA,NA,NA,17934,9543,8390,1
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Enrolment Intermidiate",13835,7771,6064,NA,NA,NA,NA,NA,13835,7771,6064,NA
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Enrolment Graduation above",9282,5119,4162,1,NA,NA,NA,NA,9282,5119,4162,1
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Never to School (all)",358968,172473,186417,78,NA,NA,NA,NA,358968,172473,186417,78
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Drop Out (5 - 16)",24046,12173,11872,1,NA,NA,NA,NA,24046,12173,11872,1
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Never to School (5-16)",99658,49758,49893,7,NA,NA,NA,NA,99658,49758,49893,7
"SINDH","KARACHI","KEAMARI","BALDIA","SUB-DIVISION","Out of School Children (5-16)",123704,61931,61765,8,NA,NA,NA,NA,123704,61931,61765,8
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Population >=5",389812,210515,179247,50,NA,NA,NA,NA,389812,210515,179247,50
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Population >=10",331520,180205,151265,50,NA,NA,NA,NA,331520,180205,151265,50
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Literate >=10",184365,110370,73985,10,NA,NA,NA,NA,184365,110370,73985,10
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Literate %",55.61,61.25,48.91,20,NA,NA,NA,NA,55.61,61.25,48.91,20
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Ever Attended",205412,121818,83585,9,NA,NA,NA,NA,205412,121818,83585,9
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Primary Completed",21107,11228,9876,3,NA,NA,NA,NA,21107,11228,9876,3
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Enrolment Primary",49065,27029,22036,NA,NA,NA,NA,NA,49065,27029,22036,NA
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Enrolment Middle",19279,10484,8795,NA,NA,NA,NA,NA,19279,10484,8795,NA
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Enrolment Matric",8442,4699,3743,NA,NA,NA,NA,NA,8442,4699,3743,NA
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Enrolment Intermidiate",6569,3939,2630,NA,NA,NA,NA,NA,6569,3939,2630,NA
