"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","VARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TGEND_URBAN"
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Drop Out (5 - 16)",10728,5354,5373,1,10728,5354,5373,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Never to School (5-16)",59814,21306,38506,2,59814,21306,38506,2,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Out of School Children (5-16)",70542,26660,43879,3,70542,26660,43879,3,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Population >=5",62579,30675,31904,NA,62579,30675,31904,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Population >=10",52602,25763,26839,NA,52602,25763,26839,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Literate >=10",29110,20518,8592,NA,29110,20518,8592,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Literate %",55.34,79.64,32.01,NA,55.34,79.64,32.01,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Ever Attended",35215,24519,10696,NA,35215,24519,10696,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Primary Completed",3113,1852,1261,NA,3113,1852,1261,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Enrolment Primary",10133,5420,4713,NA,10133,5420,4713,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Enrolment Middle",3675,2351,1324,NA,3675,2351,1324,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Enrolment Matric",1742,1238,504,NA,1742,1238,504,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Enrolment Intermidiate",1091,844,247,NA,1091,844,247,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Enrolment Graduation above",942,753,189,NA,942,753,189,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Never to School (all)",27364,6156,21208,NA,27364,6156,21208,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Drop Out (5 - 16)",1285,532,753,NA,1285,532,753,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Never to School (5-16)",5300,1317,3983,NA,5300,1317,3983,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Out of School Children (5-16)",6585,1849,4736,NA,6585,1849,4736,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Population >=5",418966,211728,207231,7,418966,211728,207231,7,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Population >=10",342646,173536,169103,7,342646,173536,169103,7,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Literate >=10",156898,104961,51936,1,156898,104961,51936,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Literate %",45.79,60.48,30.71,14.29,45.79,60.48,30.71,14.29,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Ever Attended",190863,126074,64788,1,190863,126074,64788,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Primary Completed",17673,10943,6730,NA,17673,10943,6730,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Enrolment Primary",65999,37082,28917,NA,65999,37082,28917,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Enrolment Middle",24923,15949,8974,NA,24923,15949,8974,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Enrolment Matric",10465,6782,3683,NA,10465,6782,3683,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Enrolment Intermidiate",7393,5245,2148,NA,7393,5245,2148,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Enrolment Graduation above",7066,5112,1954,NA,7066,5112,1954,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Never to School (all)",228103,85654,142443,6,228103,85654,142443,6,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Drop Out (5 - 16)",6959,3410,3549,NA,6959,3410,3549,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Never to School (5-16)",54739,18477,36257,5,54739,18477,36257,5,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Out of School Children (5-16)",61698,21887,39806,5,61698,21887,39806,5,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Population >=5",1832094,944143,887792,159,178655,91814,86839,2,1653439,852329,800953,157
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Population >=10",1563469,808113,755197,159,150232,77411,72819,2,1413237,730702,682378,157
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Literate >=10",951855,565120,386658,77,78243,49321,28921,1,873612,515799,357737,76
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Literate %",60.88,69.93,51.2,48.43,52.08,63.71,39.72,50,61.82,70.59,52.43,48.41
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Ever Attended",1099420,649594,449755,71,91640,57665,33974,1,1007780,591929,415781,70
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Primary Completed",81507,43611,37885,11,7949,4461,3487,1,73558,39150,34398,10
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Enrolment Primary",256748,138940,117808,NA,25886,14482,11404,NA,230862,124458,106404,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Enrolment Middle",120965,65985,54979,1,10135,6136,3999,NA,110830,59849,50980,1
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Enrolment Matric",57592,32505,25086,1,4499,2680,1819,NA,53093,29825,23267,1
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Enrolment Intermidiate",47071,28532,18538,1,3553,2318,1235,NA,43518,26214,17303,1
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Enrolment Graduation above",75843,46747,29096,NA,4161,2881,1280,NA,71682,43866,27816,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Never to School (all)",732674,294549,438037,88,87015,34149,52865,1,645659,260400,385172,87
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Drop Out (5 - 16)",32847,15806,17037,4,3712,1809,1903,NA,29135,13997,15134,4
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Never to School (5-16)",150179,60733,89441,5,20868,7898,12970,NA,129311,52835,76471,5
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Out of School Children (5-16)",183026,76539,106478,9,24580,9707,14873,NA,158446,66832,91605,9
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Population >=5",404147,205812,198329,6,404147,205812,198329,6,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Population >=10",331356,169116,162234,6,331356,169116,162234,6,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Literate >=10",150607,101401,49204,2,150607,101401,49204,2,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Literate %",45.45,59.96,30.33,33.33,45.45,59.96,30.33,33.33,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Ever Attended",182540,122971,59568,1,182540,122971,59568,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Primary Completed",16161,10106,6055,NA,16161,10106,6055,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Enrolment Primary",62631,36372,26259,NA,62631,36372,26259,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Enrolment Middle",22277,14844,7433,NA,22277,14844,7433,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Enrolment Matric",10200,6999,3200,1,10200,6999,3200,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Enrolment Intermidiate",6591,4858,1733,NA,6591,4858,1733,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Enrolment Graduation above",6531,5069,1462,NA,6531,5069,1462,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Never to School (all)",221607,82841,138761,5,221607,82841,138761,5,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Drop Out (5 - 16)",6627,3266,3361,NA,6627,3266,3361,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Never to School (5-16)",56658,19331,37326,1,56658,19331,37326,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Out of School Children (5-16)",63285,22597,40687,1,63285,22597,40687,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Population >=5",448048,228581,219466,1,448048,228581,219466,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Population >=10",368242,188351,179890,1,368242,188351,179890,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Literate >=10",165559,105344,60215,NA,165559,105344,60215,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Literate %",44.96,55.93,33.47,NA,44.96,55.93,33.47,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Ever Attended",202666,128615,74051,NA,202666,128615,74051,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Primary Completed",21401,12674,8727,NA,21401,12674,8727,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Enrolment Primary",72014,40563,31451,NA,72014,40563,31451,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Enrolment Middle",24980,15689,9291,NA,24980,15689,9291,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Enrolment Matric",9735,6161,3574,NA,9735,6161,3574,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Enrolment Intermidiate",6644,4531,2113,NA,6644,4531,2113,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Enrolment Graduation above",6344,4559,1785,NA,6344,4559,1785,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Never to School (all)",245382,99966,145415,1,245382,99966,145415,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Drop Out (5 - 16)",9154,4568,4586,NA,9154,4568,4586,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Never to School (5-16)",58697,21579,37117,1,58697,21579,37117,1,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Out of School Children (5-16)",67851,26147,41703,1,67851,26147,41703,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Population >=5",300883,155015,145865,3,300883,155015,145865,3,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Population >=10",236402,121470,114929,3,236402,121470,114929,3,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Literate >=10",90448,66855,23592,1,90448,66855,23592,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Literate %",38.26,55.04,20.53,33.33,38.26,55.04,20.53,33.33,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Ever Attended",115116,83387,31728,1,115116,83387,31728,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Primary Completed",11882,8538,3344,NA,11882,8538,3344,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Enrolment Primary",44723,27286,17437,NA,44723,27286,17437,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Enrolment Middle",16130,12129,4000,1,16130,12129,4000,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Enrolment Matric",6846,5333,1513,NA,6846,5333,1513,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Enrolment Intermidiate",5188,4226,962,NA,5188,4226,962,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Enrolment Graduation above",4714,4019,695,NA,4714,4019,695,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Never to School (all)",185767,71628,114137,2,185767,71628,114137,2,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Drop Out (5 - 16)",4191,1980,2211,NA,4191,1980,2211,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Never to School (5-16)",56106,20985,35121,NA,56106,20985,35121,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Out of School Children (5-16)",60297,22965,37332,NA,60297,22965,37332,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Population >=5",101186,51731,49454,1,101186,51731,49454,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Population >=10",80303,40822,39480,1,80303,40822,39480,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Literate >=10",27919,21494,6425,NA,27919,21494,6425,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Literate %",34.77,52.65,16.27,NA,34.77,52.65,16.27,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Ever Attended",36177,26416,9761,NA,36177,26416,9761,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Primary Completed",3935,2799,1136,NA,3935,2799,1136,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Enrolment Primary",12897,7806,5091,NA,12897,7806,5091,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Enrolment Middle",4967,3599,1368,NA,4967,3599,1368,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Enrolment Matric",2277,1821,456,NA,2277,1821,456,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Enrolment Intermidiate",1569,1329,240,NA,1569,1329,240,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Enrolment Graduation above",1660,1447,213,NA,1660,1447,213,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Never to School (all)",65009,25315,39693,1,65009,25315,39693,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Drop Out (5 - 16)",1228,538,690,NA,1228,538,690,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Never to School (5-16)",20952,8521,12431,NA,20952,8521,12431,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Out of School Children (5-16)",22180,9059,13121,NA,22180,9059,13121,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Population >=5",106785,54216,52568,1,106785,54216,52568,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Population >=10",83915,42127,41787,1,83915,42127,41787,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Literate >=10",21886,16570,5316,NA,21886,16570,5316,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Literate %",26.08,39.33,12.72,NA,26.08,39.33,12.72,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Ever Attended",30832,22184,8648,NA,30832,22184,8648,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Primary Completed",3109,2268,841,NA,3109,2268,841,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Enrolment Primary",11556,7229,4327,NA,11556,7229,4327,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Enrolment Middle",3957,2940,1017,NA,3957,2940,1017,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Enrolment Matric",1962,1519,443,NA,1962,1519,443,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Enrolment Intermidiate",1312,1049,263,NA,1312,1049,263,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Enrolment Graduation above",1433,1145,288,NA,1433,1145,288,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Never to School (all)",75953,32032,43920,1,75953,32032,43920,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Drop Out (5 - 16)",1326,726,600,NA,1326,726,600,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Never to School (5-16)",27111,11888,15223,NA,27111,11888,15223,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Out of School Children (5-16)",28437,12614,15823,NA,28437,12614,15823,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Population >=5",86130,44488,41641,1,86130,44488,41641,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Population >=10",68412,35111,33300,1,68412,35111,33300,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Literate >=10",16425,12506,3919,NA,16425,12506,3919,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Literate %",24.01,35.62,11.77,NA,24.01,35.62,11.77,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Ever Attended",19826,15202,4624,NA,19826,15202,4624,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Primary Completed",2431,1935,496,NA,2431,1935,496,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Enrolment Primary",6852,4361,2491,NA,6852,4361,2491,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Enrolment Middle",2280,1816,464,NA,2280,1816,464,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Enrolment Matric",1169,964,205,NA,1169,964,205,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Enrolment Intermidiate",754,657,97,NA,754,657,97,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Enrolment Graduation above",720,659,61,NA,720,659,61,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Never to School (all)",66304,29286,37017,1,66304,29286,37017,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Drop Out (5 - 16)",1153,734,419,NA,1153,734,419,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Never to School (5-16)",24179,11176,13002,1,24179,11176,13002,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Out of School Children (5-16)",25332,11910,13421,1,25332,11910,13421,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Population >=5",142736,74963,67773,NA,142736,74963,67773,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Population >=10",114370,59989,54381,NA,114370,59989,54381,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Literate >=10",40154,28805,11349,NA,40154,28805,11349,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Literate %",35.11,48.02,20.87,NA,35.11,48.02,20.87,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Ever Attended",54507,37220,17287,NA,54507,37220,17287,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Primary Completed",5130,3333,1797,NA,5130,3333,1797,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Enrolment Primary",18924,10956,7968,NA,18924,10956,7968,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Enrolment Middle",8422,5543,2879,NA,8422,5543,2879,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Enrolment Matric",3440,2433,1007,NA,3440,2433,1007,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Enrolment Intermidiate",3167,2344,823,NA,3167,2344,823,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Enrolment Graduation above",3161,2432,729,NA,3161,2432,729,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Never to School (all)",88229,37743,50486,NA,88229,37743,50486,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Drop Out (5 - 16)",1579,783,796,NA,1579,783,796,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Never to School (5-16)",25891,11380,14511,NA,25891,11380,14511,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Out of School Children (5-16)",27470,12163,15307,NA,27470,12163,15307,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Population >=5",90904,45989,44914,1,90904,45989,44914,1,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Population >=10",68920,34930,33989,1,68920,34930,33989,1,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Literate >=10",15893,11479,4414,NA,15893,11479,4414,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Literate %",23.06,32.86,12.99,NA,23.06,32.86,12.99,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Ever Attended",20309,14439,5870,NA,20309,14439,5870,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Primary Completed",1919,1453,466,NA,1919,1453,466,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Enrolment Primary",8009,5016,2993,NA,8009,5016,2993,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Enrolment Middle",2953,1884,1069,NA,2953,1884,1069,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Enrolment Matric",916,716,200,NA,916,716,200,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Enrolment Intermidiate",585,431,154,NA,585,431,154,NA,NA,NA,NA,NA
