"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","LANGUAGE","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","OTHERS",8,5,3,NA,8,5,3,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","PUNJABI",13,10,3,NA,13,10,3,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","PUSHTO",192401,92547,99854,NA,192401,92547,99854,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","SINDHI",15,7,8,NA,15,7,8,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","TOTAL",192732,92728,100004,NA,192732,92728,100004,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","URDU",67,34,33,NA,67,34,33,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","BALOCHI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","BALTI",8,8,NA,NA,8,8,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","BRAHVI",51,19,32,NA,51,19,32,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","HINDKO",238030,117170,120846,14,238030,117170,120846,14,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","KALASHA",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","KASHMIRI",73,39,34,NA,73,39,34,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","KOHIOSTANI",2142,1022,1120,NA,2142,1022,1120,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","OTHERS",66750,33140,33610,NA,66750,33140,33610,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","PUNJABI",134,66,67,1,134,66,67,1,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","PUSHTO",1937,980,955,2,1937,980,955,2,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","SARAIKI",58,23,35,NA,58,23,35,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","SHINA",123,70,53,NA,123,70,53,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","SINDHI",4,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","TOTAL",310164,152987,157160,17,310164,152987,157160,17,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","URDU",852,448,404,NA,852,448,404,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","BALOCHI",153,80,73,NA,153,80,73,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","HINDKO",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","KASHMIRI",6,1,5,NA,6,1,5,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","OTHERS",5,3,2,NA,5,3,2,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","PUNJABI",9,8,1,NA,9,8,1,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","PUSHTO",176885,87952,88932,1,176885,87952,88932,1,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","SARAIKI",10,4,6,NA,10,4,6,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","SINDHI",9,6,3,NA,9,6,3,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","TOTAL",177136,88091,89044,1,177136,88091,89044,1,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","URDU",58,36,22,NA,58,36,22,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","BALOCHI",17,6,11,NA,17,6,11,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","BALTI",12,7,5,NA,12,7,5,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","HINDKO",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","KALASHA",14,9,5,NA,14,9,5,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","KASHMIRI",4,1,3,NA,4,1,3,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","KOHIOSTANI",155111,75177,79927,7,155111,75177,79927,7,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","OTHERS",1106,575,531,NA,1106,575,531,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","PUNJABI",69,25,44,NA,69,25,44,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","PUSHTO",16444,8035,8409,NA,16444,8035,8409,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","SARAIKI",4,3,1,NA,4,3,1,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","SHINA",17,13,4,NA,17,13,4,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","SINDHI",13,8,5,NA,13,8,5,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","TOTAL",177057,85709,91341,7,177057,85709,91341,7,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","URDU",4244,1849,2395,NA,4244,1849,2395,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","BALOCHI",580,291,289,NA,462,243,219,NA,118,48,70,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","BRAHVI",1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","HINDKO",163,73,90,NA,24,12,12,NA,139,61,78,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","KASHMIRI",52,19,33,NA,12,6,6,NA,40,13,27,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","OTHERS",210,92,118,NA,183,80,103,NA,27,12,15,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","PUNJABI",4343,2047,2296,NA,694,318,376,NA,3649,1729,1920,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","PUSHTO",633874,306311,327546,17,591881,286940,304931,10,41993,19371,22615,7
"KPK","BANNU","BANNU","BANNU","TEHSIL","SARAIKI",1099,535,564,NA,529,271,258,NA,570,264,306,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","SHINA",6,3,3,NA,1,NA,1,NA,5,3,2,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","SINDHI",300,135,165,NA,94,55,39,NA,206,80,126,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","TOTAL",642835,310506,332312,17,594739,288335,306394,10,48096,22171,25918,7
"KPK","BANNU","BANNU","BANNU","TEHSIL","URDU",2207,1000,1207,NA,859,410,449,NA,1348,590,758,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","BALOCHI",2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","KASHMIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","OTHERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","PUNJABI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","PUSHTO",3571,1746,1824,1,3571,1746,1824,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","SINDHI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","TOTAL",3574,1748,1825,1,3574,1748,1825,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","URDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","BALOCHI",467,223,244,NA,467,223,244,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","HINDKO",9,3,6,NA,9,3,6,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","KASHMIRI",4,2,2,NA,4,2,2,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","OTHERS",29,15,13,1,29,15,13,1,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","PUNJABI",106,45,61,NA,106,45,61,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","PUSHTO",547256,263536,283715,5,547256,263536,283715,5,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","SARAIKI",2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","SHINA",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","SINDHI",55,20,35,NA,55,20,35,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","TOTAL",548084,263921,284157,6,548084,263921,284157,6,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","URDU",155,75,80,NA,155,75,80,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","BALOCHI",69,35,34,NA,69,35,34,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","KASHMIRI",2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","OTHERS",45,23,22,NA,45,23,22,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","PUNJABI",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","PUSHTO",89837,44854,44983,NA,89837,44854,44983,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","SINDHI",6,3,3,NA,6,3,3,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","TOTAL",89981,44928,45053,NA,89981,44928,45053,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","URDU",20,10,10,NA,20,10,10,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","BALOCHI",166,88,78,NA,105,60,45,NA,61,28,33,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","BALTI",6,2,4,NA,NA,NA,NA,NA,6,2,4,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","HINDKO",32,20,12,NA,1,NA,1,NA,31,20,11,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","KASHMIRI",4,3,1,NA,NA,NA,NA,NA,4,3,1,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","KOHIOSTANI",220,105,115,NA,51,25,26,NA,169,80,89,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","OTHERS",6051,3073,2978,NA,2616,1332,1284,NA,3435,1741,1694,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","PUNJABI",37,13,24,NA,17,6,11,NA,20,7,13,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","PUSHTO",213214,105897,107315,2,102236,49800,52436,NA,110978,56097,54879,2
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","SARAIKI",12,1,11,NA,11,NA,11,NA,1,1,NA,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","SHINA",3,1,2,NA,NA,NA,NA,NA,3,1,2,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","SINDHI",21,12,9,NA,15,11,4,NA,6,1,5,NA
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","TOTAL",219843,109253,110588,2,105103,51258,53845,NA,114740,57995,56743,2
"KPK","MALAKAND","SWAT","BARIKOT","TEHSIL","URDU",77,38,39,NA,51,24,27,NA,26,14,12,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","BALOCHI",171,86,85,NA,171,86,85,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","BRAHVI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","HINDKO",20142,9940,10202,NA,20142,9940,10202,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","KALASHA",2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","KASHMIRI",41,26,15,NA,41,26,15,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","KOHIOSTANI",8824,4285,4538,1,8824,4285,4538,1,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","OTHERS",48503,24509,23993,1,48503,24509,23993,1,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","PUNJABI",37,21,16,NA,37,21,16,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","PUSHTO",257676,127758,129915,3,257676,127758,129915,3,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","SARAIKI",2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","SHINA",64,38,26,NA,64,38,26,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","SINDHI",17,8,9,NA,17,8,9,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","TOTAL",335719,166798,168916,5,335719,166798,168916,5,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","URDU",239,122,117,NA,239,122,117,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","BALOCHI",10,4,6,NA,10,4,6,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","BALTI",12,7,5,NA,12,7,5,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","BRAHVI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","HINDKO",14,7,7,NA,14,7,7,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","KALASHA",12,6,6,NA,12,6,6,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","KASHMIRI",18,12,6,NA,18,12,6,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","KOHIOSTANI",108019,51090,56928,1,108019,51090,56928,1,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","MEWATI",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","OTHERS",9226,4644,4582,NA,9226,4644,4582,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","PUNJABI",7,2,5,NA,7,2,5,NA,NA,NA,NA,NA
