"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","LANGUAGE","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","KALASHA",29,15,14,NA,NA,NA,NA,NA,29,15,14,NA
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","KASHMIRI",2609,1048,1561,NA,NA,NA,NA,NA,2609,1048,1561,NA
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","KOHIOSTANI",3340,1480,1860,NA,NA,NA,NA,NA,3340,1480,1860,NA
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","MEWATI",1922,893,1029,NA,NA,NA,NA,NA,1922,893,1029,NA
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","OTHERS",14422,6621,7789,12,NA,NA,NA,NA,14422,6621,7789,12
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","PUNJABI",52139,23948,28144,47,NA,NA,NA,NA,52139,23948,28144,47
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","PUSHTO",73595,32672,40915,8,NA,NA,NA,NA,73595,32672,40915,8
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","SARAIKI",65767,29059,36689,19,NA,NA,NA,NA,65767,29059,36689,19
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","SHINA",479,199,280,NA,NA,NA,NA,NA,479,199,280,NA
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","SINDHI",16785,6570,10206,9,NA,NA,NA,NA,16785,6570,10206,9
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","TOTAL",920476,435029,485300,147,NA,NA,NA,NA,920476,435029,485300,147
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","URDU",663698,320919,342732,47,NA,NA,NA,NA,663698,320919,342732,47
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","BALOCHI",7335,3528,3807,NA,NA,NA,NA,NA,7335,3528,3807,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","BALTI",1141,523,618,NA,NA,NA,NA,NA,1141,523,618,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","BRAHVI",264,145,119,NA,NA,NA,NA,NA,264,145,119,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","HINDKO",17447,8245,9202,NA,NA,NA,NA,NA,17447,8245,9202,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","KALASHA",1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","KASHMIRI",837,377,460,NA,NA,NA,NA,NA,837,377,460,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","KOHIOSTANI",1110,490,620,NA,NA,NA,NA,NA,1110,490,620,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","MEWATI",177,89,88,NA,NA,NA,NA,NA,177,89,88,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","OTHERS",2583,1206,1377,NA,NA,NA,NA,NA,2583,1206,1377,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","PUNJABI",19104,9006,10098,NA,NA,NA,NA,NA,19104,9006,10098,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","PUSHTO",329285,152721,176555,9,NA,NA,NA,NA,329285,152721,176555,9
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","SARAIKI",13686,6176,7510,NA,NA,NA,NA,NA,13686,6176,7510,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","SHINA",403,198,205,NA,NA,NA,NA,NA,403,198,205,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","SINDHI",22856,10768,12088,NA,NA,NA,NA,NA,22856,10768,12088,NA
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","TOTAL",596919,280021,316870,28,NA,NA,NA,NA,596919,280021,316870,28
"SINDH","KARACHI","KARACHI WEST","ORANGI","SUB-DIVISION","URDU",180690,86549,94122,19,NA,NA,NA,NA,180690,86549,94122,19
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","BALOCHI",397,196,201,NA,156,65,91,NA,241,131,110,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","BALTI",55,28,27,NA,NA,NA,NA,NA,55,28,27,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","BRAHVI",418,181,237,NA,113,56,57,NA,305,125,180,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","HINDKO",990,477,513,NA,554,273,281,NA,436,204,232,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","KASHMIRI",109,44,65,NA,4,2,2,NA,105,42,63,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","KOHIOSTANI",15,9,6,NA,NA,NA,NA,NA,15,9,6,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","MEWATI",12,6,6,NA,NA,NA,NA,NA,12,6,6,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","OTHERS",701,333,368,NA,545,262,283,NA,156,71,85,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","PUNJABI",7772,3850,3922,NA,3109,1582,1527,NA,4663,2268,2395,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","PUSHTO",1674,833,841,NA,664,334,330,NA,1010,499,511,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","SARAIKI",1227,600,627,NA,212,108,104,NA,1015,492,523,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","SHINA",79,42,37,NA,NA,NA,NA,NA,79,42,37,NA
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","SINDHI",415597,198425,217166,6,347871,166201,181668,2,67726,32224,35498,4
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","TOTAL",443126,211807,231312,7,354049,169258,184789,2,89077,42549,46523,5
"SINDH","SUKKUR","SUKKUR","PANO AQIL","TALUKA","URDU",14080,6783,7296,1,821,375,446,NA,13259,6408,6850,1
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","BALOCHI",554,270,284,NA,529,254,275,NA,25,16,9,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","KASHMIRI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","OTHERS",2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","PUNJABI",1596,732,864,NA,968,440,528,NA,628,292,336,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","PUSHTO",176,88,88,NA,153,80,73,NA,23,8,15,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","SARAIKI",867,399,468,NA,867,399,468,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","SINDHI",126036,59787,66245,4,114523,54350,60171,2,11513,5437,6074,2
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","TOTAL",130272,61802,68466,4,117057,55533,61522,2,13215,6269,6944,2
"SINDH","MIRPUR KHAS","UMER KOT","PITHORO","TALUKA","URDU",1040,525,515,NA,14,9,5,NA,1026,516,510,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","BALOCHI",611,272,339,NA,NA,NA,NA,NA,611,272,339,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","BALTI",13,6,7,NA,NA,NA,NA,NA,13,6,7,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","BRAHVI",752,361,391,NA,NA,NA,NA,NA,752,361,391,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","HINDKO",440,183,257,NA,NA,NA,NA,NA,440,183,257,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","KASHMIRI",70,25,45,NA,NA,NA,NA,NA,70,25,45,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","KOHIOSTANI",13,5,8,NA,NA,NA,NA,NA,13,5,8,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","MEWATI",6,4,2,NA,NA,NA,NA,NA,6,4,2,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","OTHERS",2793,1333,1460,NA,NA,NA,NA,NA,2793,1333,1460,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","PUNJABI",3852,1748,2104,NA,NA,NA,NA,NA,3852,1748,2104,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","PUSHTO",3372,1544,1828,NA,NA,NA,NA,NA,3372,1544,1828,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","SARAIKI",477,219,258,NA,NA,NA,NA,NA,477,219,258,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","SHINA",34,17,17,NA,NA,NA,NA,NA,34,17,17,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","SINDHI",323789,147466,176308,15,NA,NA,NA,NA,323789,147466,176308,15
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","TOTAL",342160,155908,186237,15,NA,NA,NA,NA,342160,155908,186237,15
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","URDU",5938,2725,3213,NA,NA,NA,NA,NA,5938,2725,3213,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","BALOCHI",1761,837,924,NA,1742,826,916,NA,19,11,8,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","BRAHVI",8560,4216,4344,NA,6676,3291,3385,NA,1884,925,959,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","HINDKO",3,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","KASHMIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","OTHERS",10,7,3,NA,10,7,3,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","PUNJABI",11,6,5,NA,11,6,5,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","PUSHTO",90,47,43,NA,28,16,12,NA,62,31,31,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","SHINA",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","SINDHI",88853,42822,46029,2,60181,28979,31202,NA,28672,13843,14827,2
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","TOTAL",99308,47946,51360,2,68662,33134,35528,NA,30646,14812,15832,2
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","URDU",19,10,9,NA,13,8,5,NA,6,2,4,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","BALOCHI",654,318,336,NA,389,181,208,NA,265,137,128,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","BRAHVI",3168,1575,1593,NA,271,135,136,NA,2897,1440,1457,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","HINDKO",11,5,6,NA,1,NA,1,NA,10,5,5,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","KASHMIRI",4,1,3,NA,4,1,3,NA,NA,NA,NA,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","OTHERS",52,25,27,NA,10,4,6,NA,42,21,21,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","PUNJABI",48,24,24,NA,21,10,11,NA,27,14,13,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","PUSHTO",269,127,142,NA,191,86,105,NA,78,41,37,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","SARAIKI",219,102,117,NA,129,57,72,NA,90,45,45,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","SINDHI",373281,180618,192640,23,242088,117075,125007,6,131193,63543,67633,17
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","TOTAL",377923,182898,195002,23,243142,117566,125570,6,134781,65332,69432,17
"SINDH","LARKANA","LARKANA","RATODERO","TALUKA","URDU",217,103,114,NA,38,17,21,NA,179,86,93,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","BALOCHI",5800,2594,3206,NA,4970,2215,2755,NA,830,379,451,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","BALTI",6,2,4,NA,NA,NA,NA,NA,6,2,4,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","BRAHVI",275,140,135,NA,188,93,95,NA,87,47,40,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","HINDKO",1013,466,547,NA,754,334,420,NA,259,132,127,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","KASHMIRI",64,26,38,NA,16,6,10,NA,48,20,28,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","MEWATI",7,1,6,NA,7,1,6,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","OTHERS",229,106,123,NA,175,81,94,NA,54,25,29,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","PUNJABI",2706,1260,1444,2,1164,546,617,1,1542,714,827,1
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","PUSHTO",4739,2238,2500,1,3367,1588,1779,NA,1372,650,721,1
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","SARAIKI",2558,1181,1377,NA,1699,791,908,NA,859,390,469,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","SINDHI",389154,177777,211361,16,289701,132565,157127,9,99453,45212,54234,7
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","TOTAL",421500,192567,228914,19,307900,140917,166973,10,113600,51650,61941,9
"SINDH","SUKKUR","SUKKUR","ROHRI","TALUKA","URDU",14949,6776,8173,NA,5859,2697,3162,NA,9090,4079,5011,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","BALOCHI",1291,550,741,NA,NA,NA,NA,NA,1291,550,741,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","BALTI",74,32,42,NA,NA,NA,NA,NA,74,32,42,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","BRAHVI",140,71,69,NA,NA,NA,NA,NA,140,71,69,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","HINDKO",12435,5827,6606,2,NA,NA,NA,NA,12435,5827,6606,2
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","KALASHA",4,NA,4,NA,NA,NA,NA,NA,4,NA,4,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","KASHMIRI",760,351,409,NA,NA,NA,NA,NA,760,351,409,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","KOHIOSTANI",28,11,17,NA,NA,NA,NA,NA,28,11,17,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","MEWATI",77,36,41,NA,NA,NA,NA,NA,77,36,41,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","OTHERS",10025,4872,5153,NA,NA,NA,NA,NA,10025,4872,5153,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","PUNJABI",24427,11303,13117,7,NA,NA,NA,NA,24427,11303,13117,7
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","PUSHTO",12848,5162,7685,1,NA,NA,NA,NA,12848,5162,7685,1
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","SARAIKI",3304,1387,1916,1,NA,NA,NA,NA,3304,1387,1916,1
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","SHINA",65,41,24,NA,NA,NA,NA,NA,65,41,24,NA
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","SINDHI",18280,7803,10475,2,NA,NA,NA,NA,18280,7803,10475,2
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","TOTAL",159363,73375,85965,23,NA,NA,NA,NA,159363,73375,85965,23
"SINDH","KARACHI","KARACHI SOUTH","SADDAR","SUB-DIVISION","URDU",75605,35929,39666,10,NA,NA,NA,NA,75605,35929,39666,10
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","BALOCHI",502,252,250,NA,433,217,216,NA,69,35,34,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","BRAHVI",314,157,157,NA,313,157,156,NA,1,NA,1,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","HINDKO",590,296,294,NA,205,103,102,NA,385,193,192,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","KASHMIRI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","OTHERS",691,349,342,NA,658,331,327,NA,33,18,15,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","PUNJABI",157,71,86,NA,11,4,7,NA,146,67,79,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","PUSHTO",868,448,420,NA,243,125,118,NA,625,323,302,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","SARAIKI",434,218,216,NA,339,170,169,NA,95,48,47,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","SINDHI",174822,86608,88209,5,158940,78648,80289,3,15882,7960,7920,2
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","TOTAL",185251,91770,93476,5,161177,79772,81402,3,24074,11998,12074,2
"SINDH","HYDERABAD","MATIARI","SAEEDABAD","TALUKA","URDU",6872,3370,3502,NA,34,16,18,NA,6838,3354,3484,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","BALOCHI",3505,1715,1790,NA,2502,1227,1275,NA,1003,488,515,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","BRAHVI",982,491,491,NA,779,393,386,NA,203,98,105,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","HINDKO",2429,1218,1211,NA,1928,968,960,NA,501,250,251,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","KASHMIRI",2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","MEWATI",110,58,52,NA,41,23,18,NA,69,35,34,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","OTHERS",813,393,420,NA,786,381,405,NA,27,12,15,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","PUNJABI",5331,2672,2659,NA,4070,2037,2033,NA,1261,635,626,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","PUSHTO",701,326,375,NA,498,240,258,NA,203,86,117,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","SARAIKI",959,492,467,NA,244,123,121,NA,715,369,346,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","SINDHI",404039,198902,205131,6,342982,168972,174004,6,61057,29930,31127,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","TOTAL",427477,210546,216925,6,355445,175142,180297,6,72032,35404,36628,NA
"SINDH","SHAHEED BENAZIRABAD","SHAHEED BENAZIRABAD","SAKRAND","TALUKA","URDU",8606,4279,4327,NA,1613,778,835,NA,6993,3501,3492,NA
"SINDH","SUKKUR","SUKKUR","SALEHPAT","TALUKA","BALOCHI",2028,945,1083,NA,1927,901,1026,NA,101,44,57,NA
"SINDH","SUKKUR","SUKKUR","SALEHPAT","TALUKA","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","SALEHPAT","TALUKA","BRAHVI",33,20,13,NA,33,20,13,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","SALEHPAT","TALUKA","HINDKO",162,82,80,NA,162,82,80,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","SALEHPAT","TALUKA","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","SALEHPAT","TALUKA","KASHMIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINDH","SUKKUR","SUKKUR","SALEHPAT","TALUKA","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
